"","FILENUM","INCIDENT_TYPE","SOURCE","SUBJ_TYPE","SUBJ_INC_NUM","SERVICE_TYPE","RESISTANCE_TYPE","SUB_ACT_DESC","UOF_EFFECTIVE","SUBJ_INJ","SUBJ_INJ_HOSP","INVOLVMENT","AGE","YRS_EMPL","SEX","RACE","ALLEGATION_MADE","FINDING","RECEIVED_DT","OCCURRED_DT","INC_STATUS"
"448","UF2023-025","Use of force","Employee","Officer/Reporter",19357,"Disturbance","Active Fleeing",NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,2023-05-31,2023-05-31,"Completed"
"449","UF2023-025","Use of force","Employee","Officer/Reporter",19356,"Disturbance","Active Fleeing",NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,2023-05-31,2023-05-31,"Completed"
"450","UF2023-025","Use of force",NA,"Officer",19357,NA,NA,NA,NA,NA,NA,"Officer",42,"12","Male","White",NA,NA,NA,NA,NA
"451","UF2023-025","Use of force",NA,"Officer",19356,NA,NA,NA,NA,NA,NA,"Officer",35,"8","Male","White",NA,NA,NA,NA,NA
"452","UF2023-026","Use of force","Employee","Officer/Reporter",19410,"Arrest","Active Resister Unarmed",NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,2023-06-14,2023-06-15,"Completed"
"453","UF2023-026","Use of force","Employee","Citizen",5158,"Arrest","Active Resister Unarmed",NA,"n/a","No","Yes","Complainant",30,NA,"Female","White",NA,NA,2023-06-14,2023-06-15,"Completed"
"454","UF2023-026","Use of force",NA,"Officer",19410,NA,NA,NA,NA,NA,NA,"Officer",23,"1","m","w",NA,NA,NA,NA,NA
"455","UF2023-027","Use of force","Employee","Officer/Reporter",19325,"911 call","Active Resister Unarmed",NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,2023-05-13,2023-05-13,"Completed"
"456","UF2023-027","Use of force","Employee","Officer/Reporter",19326,"911 call","Active Resister Unarmed",NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,2023-05-13,2023-05-13,"Completed"
"457","UF2023-027","Use of force","Employee","Officer/Reporter",19324,"911 call","Active Resister Unarmed","Take-Down","Yes","No","No",NA,NA,NA,NA,NA,NA,NA,2023-05-13,2023-05-13,"Completed"
"458","UF2023-027","Use of force","Employee","Citizen",5141,"911 call","Active Resister Unarmed",NA,"n/a","No","Yes","Complainant",60,NA,"Male","White",NA,NA,2023-05-13,2023-05-13,"Completed"
"459","UF2023-027","Use of force",NA,"Officer",19325,NA,NA,NA,NA,NA,NA,"Officer",NA,NA,NA,NA,NA,NA,NA,NA,NA
"460","UF2023-027","Use of force",NA,"Officer",19326,NA,NA,NA,NA,NA,NA,"Officer",37,"5","M","Filipino",NA,NA,NA,NA,NA
"461","UF2023-027","Use of force",NA,"Officer",19324,NA,NA,NA,NA,NA,NA,"Officer",41,"12","Male","White",NA,NA,NA,NA,NA
"462","UF2023-028","Use of force","Employee","Citizen",5169,"Disturbance","Destructive Self/Others",NA,"n/a","No","Yes","Witness",NA,NA,"Male","Mixed",NA,NA,2023-06-17,2023-06-17,"Completed"
"463","UF2023-028","Use of force","Employee","Officer/Reporter",19433,"Disturbance","Destructive Self/Others","Conducted Energy Device","Yes","No","No",NA,NA,NA,NA,NA,NA,NA,2023-06-17,2023-06-17,"Completed"
"464","UF2023-028","Use of force","Employee","Citizen",5168,"Disturbance","Destructive Self/Others",NA,"n/a","No","Yes","Witness",NA,NA,"Male","White",NA,NA,2023-06-17,2023-06-17,"Completed"
"465","UF2023-028","Use of force","Employee","Citizen",5166,"Disturbance","Destructive Self/Others",NA,"n/a","No","Yes","Complainant",NA,NA,"Male","Mixed",NA,NA,2023-06-17,2023-06-17,"Completed"
"466","UF2023-028","Use of force","Employee","Citizen",5167,"Disturbance","Destructive Self/Others",NA,"n/a","No","Yes","Witness",NA,NA,"Female","Native Am",NA,NA,2023-06-17,2023-06-17,"Completed"
"467","UF2023-028","Use of force",NA,"Officer",19433,NA,NA,NA,NA,NA,NA,"Officer",42,"10","Male","Hispanic",NA,NA,NA,NA,NA
"468","UF2023-029","Use of force","Employee","Citizen",5161,"Arrest","Passive Non Compliant",NA,"n/a","No","No","Complainant",31,NA,"Female","White",NA,NA,2023-06-15,2023-06-15,"Completed"
"469","UF2023-029","Use of force","Employee","Officer/Reporter",19419,"Arrest","Passive Non Compliant",NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,2023-06-15,2023-06-15,"Completed"
"470","UF2023-029","Use of force","Employee","Officer/Reporter",19418,"Arrest","Passive Non Compliant",NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,2023-06-15,2023-06-15,"Completed"
"471","UF2023-029","Use of force","Employee","Officer/Reporter",19420,"Arrest","Passive Non Compliant",NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,2023-06-15,2023-06-15,"Completed"
"472","UF2023-029","Use of force",NA,"Officer",19419,NA,NA,NA,NA,NA,NA,"Officer",38,"6","Male","White",NA,NA,NA,NA,NA
"473","UF2023-029","Use of force",NA,"Officer",19418,NA,NA,NA,NA,NA,NA,"Officer",26,"1","male","white",NA,NA,NA,NA,NA
"474","UF2023-029","Use of force",NA,"Officer",19420,NA,NA,NA,NA,NA,NA,"Officer",44,"7","Female","White",NA,NA,NA,NA,NA
"475","UF2023-030","Use of force","Employee","Officer/Reporter",19307,"Protective Custody","Passive Non Compliant","Conducted Energy Device","Yes","No","No",NA,NA,NA,NA,NA,NA,NA,2023-05-09,2023-05-09,"Completed"
"476","UF2023-030","Use of force",NA,"Officer",19307,NA,NA,NA,NA,NA,NA,"Officer",44,"7","Female","White",NA,NA,NA,NA,NA
"477","UF2023-031","Use of force","Employee","Officer/Witness",19368,"Foot Pursuit","Active Fleeing",NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,2023-04-03,2023-04-03,"Completed"
"478","UF2023-031","Use of force","Employee","Officer/Reporter",19367,"Foot Pursuit","Active Fleeing",NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,2023-04-03,2023-04-03,"Completed"
"479","UF2023-031","Use of force","Employee","Citizen",5152,"Foot Pursuit","Active Fleeing",NA,"n/a","No","Yes","Complainant",33,NA,"Male","Hispanic",NA,NA,2023-04-03,2023-04-03,"Completed"
"480","UF2023-031","Use of force",NA,"Officer",19368,NA,NA,NA,NA,NA,NA,"Witness",37,"5","M","Filipino",NA,NA,NA,NA,NA
"481","UF2023-031","Use of force",NA,"Officer",19367,NA,NA,NA,NA,NA,NA,"Officer",36,"14","Male","White",NA,NA,NA,NA,NA
"482","UF2023-032","Use of force","Employee","Officer/Reporter",19502,"Disturbance","Active Resister Unarmed",NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,2023-07-01,2023-07-01,"Completed"
"483","UF2023-032","Use of force","Employee","Citizen",5176,"Disturbance","Active Resister Unarmed",NA,"n/a","No","No","Complainant",23,NA,"Female","Black",NA,NA,2023-07-01,2023-07-01,"Completed"
"484","UF2023-032","Use of force","Employee","Officer/Reporter",19501,"Disturbance","Active Resister Unarmed","Other","Yes","No","No",NA,NA,NA,NA,NA,NA,NA,2023-07-01,2023-07-01,"Completed"
"485","UF2023-032","Use of force",NA,"Officer",19502,NA,NA,NA,NA,NA,NA,"Officer",36,"5","Male","White",NA,NA,NA,NA,NA
"486","UF2023-032","Use of force",NA,"Officer",19501,NA,NA,NA,NA,NA,NA,"Officer",41,"13","Male","White",NA,NA,NA,NA,NA
"487","UF2023-033","Use of force","Employee","Officer/Reporter",19477,"Disturbance","Active Fleeing",NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,2023-06-26,2023-06-25,"Completed"
"488","UF2023-033","Use of force","Employee","Officer/Reporter",19476,"Disturbance","Active Fleeing",NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,2023-06-26,2023-06-25,"Completed"
"489","UF2023-033","Use of force","Employee","Citizen",5173,"Disturbance","Active Fleeing",NA,"n/a","No","Yes","Complainant",42,NA,"Male","White",NA,NA,2023-06-26,2023-06-25,"Completed"
"490","UF2023-033","Use of force",NA,"Officer",19477,NA,NA,NA,NA,NA,NA,"Officer",33,"4","male","white",NA,NA,NA,NA,NA
"491","UF2023-033","Use of force",NA,"Officer",19476,NA,NA,NA,NA,NA,NA,"Officer",41,"13","Male","White",NA,NA,NA,NA,NA
"492","UF2023-034","Use of force","Employee","Officer/Reporter",19516,"Contact a Subject","Active Resister Unarmed",NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,2023-07-06,2023-07-05,"Completed"
"493","UF2023-034","Use of force","Employee","Officer/Reporter",19515,"Contact a Subject","Active Resister Unarmed",NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,2023-07-06,2023-07-05,"Completed"
"494","UF2023-034","Use of force","Employee","Citizen",5177,"Contact a Subject","Active Resister Unarmed",NA,"n/a","No","No","Complainant",50,NA,"Female","Black",NA,NA,2023-07-06,2023-07-05,"Completed"
"495","UF2023-034","Use of force","Employee","Citizen",5178,"Contact a Subject","Active Resister Unarmed",NA,"n/a","No","No","Complainant",43,NA,"Male","White",NA,NA,2023-07-06,2023-07-05,"Completed"
"496","UF2023-034","Use of force","Employee","Officer/Reporter",19514,"Contact a Subject","Active Resister Unarmed",NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,2023-07-06,2023-07-05,"Completed"
"497","UF2023-034","Use of force","Employee","Officer/Reporter",19512,"Contact a Subject","Active Resister Unarmed",NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,2023-07-06,2023-07-05,"Completed"
"498","UF2023-034","Use of force","Employee","Officer/Reporter",19513,"Contact a Subject","Active Resister Unarmed",NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,2023-07-06,2023-07-05,"Completed"
"499","UF2023-034","Use of force",NA,"Officer",19513,NA,NA,NA,NA,NA,NA,"Officer",53,"9","Male","White",NA,NA,NA,NA,NA
"500","UF2023-034","Use of force",NA,"Officer",19512,NA,NA,NA,NA,NA,NA,"Officer",27,"1","Male","White",NA,NA,NA,NA,NA
"501","UF2023-034","Use of force",NA,"Officer",19514,NA,NA,NA,NA,NA,NA,"Officer",33,"7","Male","White",NA,NA,NA,NA,NA
"502","UF2023-034","Use of force",NA,"Officer",19516,NA,NA,NA,NA,NA,NA,"Officer",42,"18","Male","White",NA,NA,NA,NA,NA
"503","UF2023-034","Use of force",NA,"Officer",19515,NA,NA,NA,NA,NA,NA,"Officer",42,"12","Male","White",NA,NA,NA,NA,NA
"504","UF2023-035","Use of force","Employee","Citizen",5171,"Arrest","Active Fleeing",NA,"n/a","No","No","Complainant",28,NA,"Male","Black",NA,NA,2023-06-22,2023-06-21,"Completed"
"505","UF2023-035","Use of force","Employee","Officer/Reporter",19458,"Arrest","Active Fleeing","Conducted Energy Device","Limited","No","No",NA,NA,NA,NA,NA,NA,NA,2023-06-22,2023-06-21,"Completed"
"506","UF2023-035","Use of force",NA,"Officer",19458,NA,NA,NA,NA,NA,NA,"Officer",38,"12","Male","White",NA,NA,NA,NA,NA
"507","UF2023-036","Use of force","Employee","Officer/Witness",19430,"911 call","Active Resister Unarmed",NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,2023-06-16,2023-06-16,"Completed"
"508","UF2023-036","Use of force","Employee","Officer/Witness",19429,"911 call","Active Resister Unarmed",NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,2023-06-16,2023-06-16,"Completed"
"509","UF2023-036","Use of force","Employee","Citizen",5163,"911 call","Active Resister Unarmed",NA,"n/a","No","Yes","Witness",44,NA,"Female","White",NA,NA,2023-06-16,2023-06-16,"Completed"
"510","UF2023-036","Use of force","Employee","Officer/Witness",19431,"911 call","Active Resister Unarmed",NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,2023-06-16,2023-06-16,"Completed"
"511","UF2023-036","Use of force","Employee","Citizen",5162,"911 call","Active Resister Unarmed",NA,"n/a","No","Yes","Complainant",21,NA,"Male","White",NA,NA,2023-06-16,2023-06-16,"Completed"
"512","UF2023-036","Use of force","Employee","Officer/Witness",19428,"911 call","Active Resister Unarmed",NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,2023-06-16,2023-06-16,"Completed"
"513","UF2023-036","Use of force","Employee","Citizen",5164,"911 call","Active Resister Unarmed",NA,"n/a","No","Yes","Witness",59,NA,"Male","Black",NA,NA,2023-06-16,2023-06-16,"Completed"
"514","UF2023-036","Use of force","Employee","Officer/Reporter",19426,"911 call","Active Resister Unarmed",NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,2023-06-16,2023-06-16,"Completed"
"515","UF2023-036","Use of force","Employee","Officer/Reporter",19425,"911 call","Active Resister Unarmed",NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,2023-06-16,2023-06-16,"Completed"
"516","UF2023-036","Use of force","Employee","Officer/Witness",19427,"911 call","Active Resister Unarmed",NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,2023-06-16,2023-06-16,"Completed"
"517","UF2023-036","Use of force",NA,"Officer",19430,NA,NA,NA,NA,NA,NA,"Witness",25,"1","Male","white",NA,NA,NA,NA,NA
"518","UF2023-036","Use of force",NA,"Officer",19431,NA,NA,NA,NA,NA,NA,"Witness",24,"1","female","black",NA,NA,NA,NA,NA
"519","UF2023-036","Use of force",NA,"Officer",19425,NA,NA,NA,NA,NA,NA,"Officer",59,"17","Male","White",NA,NA,NA,NA,NA
"520","UF2023-036","Use of force",NA,"Officer",19429,NA,NA,NA,NA,NA,NA,"Witness",46,"20","Male","White",NA,NA,NA,NA,NA
"521","UF2023-036","Use of force",NA,"Officer",19427,NA,NA,NA,NA,NA,NA,"Witness",34,"1","male","white",NA,NA,NA,NA,NA
"522","UF2023-036","Use of force",NA,"Officer",19428,NA,NA,NA,NA,NA,NA,"Witness",33,"7","Male","White",NA,NA,NA,NA,NA
"523","UF2023-036","Use of force",NA,"Officer",19426,NA,NA,NA,NA,NA,NA,"Officer",35,"5","Male","White",NA,NA,NA,NA,NA
"524","UF2023-037","Use of force","Employee","Citizen",5179,"Arrest","Active Fleeing",NA,"n/a","No","Yes","Complainant",17,NA,"Male","White",NA,NA,2023-07-08,2023-07-08,"Completed"
"525","UF2023-037","Use of force","Employee","Officer/Reporter",19522,"Arrest","Active Fleeing","Hand/Foot Strike","Yes","No","No",NA,NA,NA,NA,NA,NA,NA,2023-07-08,2023-07-08,"Completed"
"526","UF2023-037","Use of force","Employee","Officer/Reporter",19520,"Arrest","Active Fleeing","Pain Compliance","Yes","No","No",NA,NA,NA,NA,NA,NA,NA,2023-07-08,2023-07-08,"Completed"
"527","UF2023-037","Use of force","Employee","Officer/Reporter",19521,"Arrest","Active Fleeing","Pain Compliance","Yes","No","No",NA,NA,NA,NA,NA,NA,NA,2023-07-08,2023-07-08,"Completed"
"528","UF2023-037","Use of force",NA,"Officer",19522,NA,NA,NA,NA,NA,NA,"Officer",33,"7","Male","White",NA,NA,NA,NA,NA
"529","UF2023-037","Use of force",NA,"Officer",19521,NA,NA,NA,NA,NA,NA,"Officer",36,"1","Male","White",NA,NA,NA,NA,NA
"530","UF2023-037","Use of force",NA,"Officer",19520,NA,NA,NA,NA,NA,NA,"Officer",33,"4","male","white",NA,NA,NA,NA,NA
"531","UF2023-038","Use of force","Employee","Citizen",5185,"Disturbance","Active Resister Unarmed",NA,"n/a","No","Yes","Complainant",40,NA,"Male","White",NA,NA,2023-07-11,2023-07-11,"Completed"
"532","UF2023-038","Use of force","Employee","Officer/Witness",19557,"Disturbance","Active Resister Unarmed",NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,2023-07-11,2023-07-11,"Completed"
"533","UF2023-038","Use of force","Employee","Officer/Reporter",19556,"Disturbance","Active Resister Unarmed","Other","Yes","No","No",NA,NA,NA,NA,NA,NA,NA,2023-07-11,2023-07-11,"Completed"
"534","UF2023-038","Use of force",NA,"Officer",19557,NA,NA,NA,NA,NA,NA,"Witness",42,"14","Female","White",NA,NA,NA,NA,NA
"535","UF2023-038","Use of force",NA,"Officer",19556,NA,NA,NA,NA,NA,NA,"Officer",32,"8","Male","Asian",NA,NA,NA,NA,NA
"536","UF2023-039","Use of force","Employee","Citizen",5195,"Traffic Stop","Active Fleeing",NA,"n/a","No","Yes","Complainant",34,NA,"Female","White",NA,NA,2023-07-31,2023-07-31,"Completed"
"537","UF2023-039","Use of force","Employee","Officer/Reporter",19585,"Traffic Stop","Active Fleeing",NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,2023-07-31,2023-07-31,"Completed"
"538","UF2023-039","Use of force",NA,"Officer",19585,NA,NA,NA,NA,NA,NA,"Officer",28,"1","Male","Hispanic",NA,NA,NA,NA,NA
"539","UF2023-040","Use of force","Employee","Officer/Reporter",19632,"911 call","Passive Non Compliant",NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,2023-08-10,2023-08-10,"Completed"
"540","UF2023-040","Use of force","Employee","Citizen",5199,"911 call","Passive Non Compliant",NA,"n/a","No","Yes","Complainant",NA,NA,"Female","White",NA,NA,2023-08-10,2023-08-10,"Completed"
"541","UF2023-040","Use of force",NA,"Officer",19632,NA,NA,NA,NA,NA,NA,"Officer",23,"1","m","w",NA,NA,NA,NA,NA
"542","UF2023-041","Use of force","Employee","Officer/Witness",19661,"Suicide Attempt","Active Resister Unarmed",NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,2023-08-20,2023-08-18,"Completed"
"543","UF2023-041","Use of force","Employee","Citizen",5205,"Suicide Attempt","Active Resister Unarmed",NA,"n/a","No","Yes","Complainant",43,NA,"Male",NA,NA,NA,2023-08-20,2023-08-18,"Completed"
"544","UF2023-041","Use of force","Employee","Officer/Reporter",19660,"Suicide Attempt","Active Resister Unarmed","Conducted Energy Device","Yes","No","No",NA,NA,NA,NA,NA,NA,NA,2023-08-20,2023-08-18,"Completed"
"545","UF2023-041","Use of force",NA,"Officer",19661,NA,NA,NA,NA,NA,NA,"Witness",37,"14","Male","White",NA,NA,NA,NA,NA
"546","UF2023-041","Use of force",NA,"Officer",19660,NA,NA,NA,NA,NA,NA,"Officer",27,"2","Male","White",NA,NA,NA,NA,NA
"547","UF2023-042","Use of force","Employee","Officer/Witness",19688,"Drug Investigation","Active Resister Unarmed",NA,NA,"No","Yes",NA,NA,NA,NA,NA,NA,NA,2023-08-25,2023-08-24,"Completed"
"548","UF2023-042","Use of force","Employee","Officer/Reporter",19686,"Drug Investigation","Active Resister Unarmed",NA,NA,"No","Yes",NA,NA,NA,NA,NA,NA,NA,2023-08-25,2023-08-24,"Completed"
"549","UF2023-042","Use of force","Employee","Citizen",5211,"Drug Investigation","Active Resister Unarmed",NA,"n/a","No","Yes","Witness",28,NA,"Male","White",NA,NA,2023-08-25,2023-08-24,"Completed"
"550","UF2023-042","Use of force","Employee","Citizen",5210,"Drug Investigation","Active Resister Unarmed",NA,"n/a","No","Yes","Complainant",25,NA,"Male","White",NA,NA,2023-08-25,2023-08-24,"Completed"
"551","UF2023-042","Use of force","Employee","Officer/Witness",19687,"Drug Investigation","Active Resister Unarmed",NA,NA,"No","Yes",NA,NA,NA,NA,NA,NA,NA,2023-08-25,2023-08-24,"Completed"
"552","UF2023-042","Use of force","Employee","Officer/Witness",19689,"Drug Investigation","Active Resister Unarmed",NA,NA,"No","Yes",NA,NA,NA,NA,NA,NA,NA,2023-08-25,2023-08-24,"Completed"
"553","UF2023-042","Use of force",NA,"Officer",19689,NA,NA,NA,NA,NA,NA,"Witness",36,"14","Male","White",NA,NA,NA,NA,NA
"554","UF2023-042","Use of force",NA,"Officer",19686,NA,NA,NA,NA,NA,NA,"Officer",26,"1","male","white",NA,NA,NA,NA,NA
"555","UF2023-042","Use of force",NA,"Officer",19687,NA,NA,NA,NA,NA,NA,"Witness",42,"12","Male","White",NA,NA,NA,NA,NA
"556","UF2023-042","Use of force",NA,"Officer",19688,NA,NA,NA,NA,NA,NA,"Witness",46,"20","Male","White",NA,NA,NA,NA,NA
"557","UF2023-043","Use of force","Employee","Citizen",5209,"Drug Investigation","Active Fleeing",NA,"n/a","No","Yes","Complainant",23,NA,"Male","White",NA,NA,2023-08-24,2023-08-24,"Completed"
"558","UF2023-043","Use of force","Employee","Citizen",5209,"Drug Investigation","Active Fleeing",NA,"n/a","No","Yes","Complainant",23,NA,"Male","White",NA,NA,2023-08-24,2023-08-24,"Completed"
"559","UF2023-043","Use of force","Employee","Officer/Reporter",19685,"Drug Investigation","Active Fleeing","Conducted Energy Device","No","No","No",NA,NA,NA,NA,NA,NA,NA,2023-08-24,2023-08-24,"Completed"
"560","UF2023-043","Use of force","Employee","Officer/Reporter",19685,"Drug Investigation","Active Fleeing","Take-Down","Yes","No","No",NA,NA,NA,NA,NA,NA,NA,2023-08-24,2023-08-24,"Completed"
"561","UF2023-043","Use of force",NA,"Officer",19685,NA,NA,NA,NA,NA,NA,"Officer",36,"14","Male","White",NA,NA,NA,NA,NA
"562","UF2023-044","Use of force","Employee","Citizen",5217,"Arrest","Active Fleeing",NA,"n/a","No","Yes","Complainant",40,NA,"Male","White",NA,NA,2023-09-05,2023-09-05,"Completed"
"563","UF2023-044","Use of force","Employee","Officer/Witness",19717,"Arrest","Active Fleeing",NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,2023-09-05,2023-09-05,"Completed"
"564","UF2023-044","Use of force","Employee","Officer/Reporter",19716,"Arrest","Active Fleeing",NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,2023-09-05,2023-09-05,"Completed"
"565","UF2023-044","Use of force",NA,"Officer",19717,NA,NA,NA,NA,NA,NA,"Witness",35,"9","Male","White",NA,NA,NA,NA,NA
"566","UF2023-044","Use of force",NA,"Officer",19716,NA,NA,NA,NA,NA,NA,"Officer",30,"7","Male","White",NA,NA,NA,NA,NA
"567","UF2023-045","Use of force","Employee","Citizen",5181,"Warrant Service","Active Fleeing",NA,"n/a","No","No","Complainant",34,NA,"Male","White",NA,NA,2023-07-14,2023-07-10,"Completed"
"568","UF2023-045","Use of force","Employee","Officer/Witness",19533,"Warrant Service","Active Fleeing",NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,2023-07-14,2023-07-10,"Completed"
"569","UF2023-045","Use of force","Employee","Officer/Reporter",19532,"Warrant Service","Active Fleeing","Take-Down","Yes","No","No",NA,NA,NA,NA,NA,NA,NA,2023-07-14,2023-07-10,"Completed"
"570","UF2023-045","Use of force",NA,"Officer",19533,NA,NA,NA,NA,NA,NA,"Witness",49,"18","Male","White",NA,NA,NA,NA,NA
"571","UF2023-045","Use of force",NA,"Officer",19532,NA,NA,NA,NA,NA,NA,"Officer",32,"7","Male","White",NA,NA,NA,NA,NA
"572","UF2023-046","Use of force","Employee","Citizen",5220,"Disturbance","Active Resister Unarmed",NA,"n/a","No","Yes","Witness",24,NA,"Female",NA,NA,NA,2023-09-07,2023-09-07,"Completed"
"573","UF2023-046","Use of force","Employee","Citizen",5219,"Disturbance","Active Resister Unarmed",NA,"n/a","No","Yes","Complainant",30,NA,"Female","White",NA,NA,2023-09-07,2023-09-07,"Completed"
"574","UF2023-046","Use of force","Employee","Citizen",5221,"Disturbance","Active Resister Unarmed",NA,"n/a","No","Yes","Witness",NA,NA,"Female",NA,NA,NA,2023-09-07,2023-09-07,"Completed"
"575","UF2023-046","Use of force","Employee","Officer/Reporter",19741,"Disturbance","Active Resister Unarmed","Take-Down","Yes","No","No",NA,NA,NA,NA,NA,NA,NA,2023-09-07,2023-09-07,"Completed"
"576","UF2023-046","Use of force",NA,"Officer",19741,NA,NA,NA,NA,NA,NA,"Officer",30,"7","Male","White",NA,NA,NA,NA,NA
"577","UF2023-047","Use of force","Employee","Officer/Reporter",19812,"Arrest","Destructive Self/Others","Hand/Foot Strike","Yes","No","No",NA,NA,NA,NA,NA,NA,NA,2023-09-27,2023-09-26,"Completed"
"578","UF2023-047","Use of force","Employee","Citizen",5244,"Arrest","Destructive Self/Others",NA,"n/a","No","Yes","Complainant",18,NA,"Male","White",NA,NA,2023-09-27,2023-09-26,"Completed"
"579","UF2023-047","Use of force","Employee","Officer/Reporter",19811,"Arrest","Destructive Self/Others","Take-Down","Yes","No","No",NA,NA,NA,NA,NA,NA,NA,2023-09-27,2023-09-26,"Completed"
"580","UF2023-047","Use of force",NA,"Officer",19812,NA,NA,NA,NA,NA,NA,"Officer",35,"9","Male","White",NA,NA,NA,NA,NA
"581","UF2023-047","Use of force",NA,"Officer",19811,NA,NA,NA,NA,NA,NA,"Officer",42,"18","Male","White",NA,NA,NA,NA,NA
"582","UF2023-048","Use of force","Employee","Officer/Witness",19868,"Disturbance","Passive Non Compliant",NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,2023-10-05,2023-10-05,"Completed"
"583","UF2023-048","Use of force","Employee","Citizen",5252,"Disturbance","Passive Non Compliant",NA,"n/a","No","Yes","Witness",21,NA,"Male","White",NA,NA,2023-10-05,2023-10-05,"Completed"
"584","UF2023-048","Use of force","Employee","Officer/Reporter",19866,"Disturbance","Passive Non Compliant","OC","Yes","No","No",NA,NA,NA,NA,NA,NA,NA,2023-10-05,2023-10-05,"Completed"
"585","UF2023-048","Use of force","Employee","Officer/Witness",19867,"Disturbance","Passive Non Compliant",NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,2023-10-05,2023-10-05,"Completed"
"586","UF2023-048","Use of force","Employee","Citizen",5251,"Disturbance","Passive Non Compliant",NA,"n/a","No","Yes","Complainant",19,NA,"Male","White",NA,NA,2023-10-05,2023-10-05,"Completed"
"587","UF2023-048","Use of force",NA,"Officer",19868,NA,NA,NA,NA,NA,NA,"Witness",44,"2","male","Native Am",NA,NA,NA,NA,NA
"588","UF2023-048","Use of force",NA,"Officer",19867,NA,NA,NA,NA,NA,NA,"Witness",30,"5","Male","White",NA,NA,NA,NA,NA
"589","UF2023-048","Use of force",NA,"Officer",19866,NA,NA,NA,NA,NA,NA,"Officer",36,"5","Male","White",NA,NA,NA,NA,NA
"590","UF2023-049","Use of force","Employee","Citizen",5260,"Disturbance","Active Fleeing",NA,"n/a","No","Yes","Complainant",63,NA,"Male","White",NA,NA,2023-10-17,2023-10-17,"Completed"
"591","UF2023-049","Use of force","Employee","Officer/Reporter",19926,"Disturbance","Active Fleeing","Other","Yes","No","No",NA,NA,NA,NA,NA,NA,NA,2023-10-17,2023-10-17,"Completed"
"592","UF2023-049","Use of force","Employee","Officer/Reporter",19925,"Disturbance","Active Fleeing","Other","Yes","No","No",NA,NA,NA,NA,NA,NA,NA,2023-10-17,2023-10-17,"Completed"
"593","UF2023-049","Use of force","Employee","Officer/Witness",19927,"Disturbance","Active Fleeing",NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,2023-10-17,2023-10-17,"Completed"
"594","UF2023-049","Use of force","Employee","Citizen",5260,"Disturbance","Active Fleeing",NA,"n/a","No","Yes","Complainant",63,NA,"Male","White",NA,NA,2023-10-17,2023-10-17,"Completed"
"595","UF2023-049","Use of force","Employee","Officer/Reporter",19924,"Disturbance","Active Fleeing","Other","Yes","No","No",NA,NA,NA,NA,NA,NA,NA,2023-10-17,2023-10-17,"Completed"
"596","UF2023-049","Use of force","Employee","Officer/Reporter",19923,"Disturbance","Active Fleeing","Take-Down","Yes","No","No",NA,NA,NA,NA,NA,NA,NA,2023-10-17,2023-10-17,"Completed"
"597","UF2023-049","Use of force","Employee","Officer/Witness",19928,"Disturbance","Active Fleeing",NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,2023-10-17,2023-10-17,"Completed"
"598","UF2023-049","Use of force",NA,"Officer",19926,NA,NA,NA,NA,NA,NA,"Officer",32,"5","Male","White",NA,NA,NA,NA,NA
