CaseNumber,ReportedDate,OffenseDate,Counts,IBRSeqNumber,IBRCrimeCode,Statute,Description,OffenseID,Bias
2023-00022703,4/9/2023,4/9/2023,1,1,90Z,22-60.6,PROTECTIVE ORDER VIOLATION / VPO,-1033461,NA
2023-00022442,4/8/2023,4/8/2023,2,2,13C,21-1378.B,ACT OF VIOLENCE - THREATEN SERIOUS BODILY HARM OR DEATH,-1033460,NA
2023-00022442,4/8/2023,4/8/2023,1,1,13A,21-652.C,ASSAULT/BATTERY WITH DEADLY WEAPON,-1033459,NA
2023-00022282,4/7/2023,4/7/2023,2,3,88B,MWARR,WARRANT-MUNICIPAL (NORMAN),-1033458,NA
2023-00022282,4/7/2023,4/7/2023,1,2,23C,21-1731,LARCENY OF MERCHANDISE FROM RETAILER (SHOPLIFTING),-1033457,NA
2023-00022282,4/7/2023,4/7/2023,1,1,35B,63-2.405,UNLAWFUL POSSESSION OF PARAPHERNALIA,-1033456,NA
2023-00022627,4/9/2023,4/9/2023,1,2,35B,63-2.405,UNLAWFUL POSSESSION OF PARAPHERNALIA,-1033455,NA
2023-00022627,4/9/2023,4/9/2023,1,1,240,47-4.102,UNAUTHORIZED USE OF A VEHICLE / UUMV FROM NPD (MOTOR VEHICLE THEFT),-1033454,NA
2023-00022485,4/8/2023,4/8/2023,1,2,90Z,21-1211.1,"INTERRUPTION, DISRUPTION, OR INTERFERENCE WITH EMERGENCY TELEPHONE CALL",-1033453,NA
2023-00022485,4/8/2023,4/8/2023,1,1,13A,21-644.J,DOMESTIC ABUSE BY STRANGULATION (AGGRAVATED ASSAULT),-1033452,NA
2023-00022633,4/9/2023,4/9/2023,1,1,120,21-799,ROBBERY SECOND DEGREE,-1033451,NA
2023-00020893,4/1/2023,4/1/2023,1,1,23H,21-1701,LARCENY (ALL OTHER LARCENY),-1033450,NA
2023-00017655,3/19/2023,2/6/2023,1,1,26C,21-1533.1,FRAUDULENTLY OBTAINING PERSONAL IDENTITY OF OTHERS (IMPERSONATION),-1033449,NA
2023-00019468,3/27/2023,3/27/2023,1,1,220,21-1435.A,BURGLARY - SECOND DEGREE (BURGLARY),-1033448,NA
2023-00022756,4/10/2023,4/10/2023,1,1,90D,47-11.902,DUI - LIQUOR OR DRUGS/APCV,-1033447,NA
2023-00021946,4/6/2023,4/3/2023,3,2,26E,21-1550.2,UNAUTHORIZED USE OF CREDIT CARD (WIRE FRAUD),-1033446,NA
2023-00022191,4/7/2023,4/6/2023,1,1,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1033444,NA
2023-00022213,4/7/2023,4/7/2023,1,1,13C,21-1173,STALKING (INTIMIDATION),-1033443,NA
2023-00022278,4/7/2023,4/7/2023,1,1,86G,FOUNDPROP,FOUND PROPERTY,-1033441,NA
2023-00022300,4/7/2023,4/7/2023,1,1,26B,21-1550.2,UNAUTHORIZED USE OF CREDIT CARD (CREDIT CARD/AUTOMATED TELLER MACHINE FRAUD),-1033440,NA
2023-00022293,4/7/2023,4/7/2023,1,1,90I,RUNAWA,RUNAWAY,-1033439,NA
2023-00022315,4/7/2023,4/7/2023,1,1,240,21-1720,LARCENY OF AUTO,-1033438,NA
2023-00022739,4/9/2023,4/9/2023,1,1,90D,47-11.902,DUI - LIQUOR OR DRUGS/APCV,-1033437,NA
2023-00022317,4/7/2023,4/7/2023,1,1,86G,FOUNDPROP,FOUND PROPERTY,-1033436,NA
2023-00022322,4/7/2023,2/1/2023,13,1,270,21-1451,EMBEZZLEMENT,-1033435,NA
2023-00022510,4/8/2023,4/8/2023,1,1,86G,FOUNDPROP,FOUND PROPERTY,-1033434,NA
2023-00022584,4/9/2023,4/9/2023,1,1,520,21-1272,CARRYING WEAPONS,-1033433,NA
2023-00022607,4/9/2023,4/9/2023,1,1,86G,FOUNDPROP,FOUND PROPERTY,-1033432,NA
2023-00022762,4/10/2023,4/10/2023,1,2,290,21-1760,MALICIOUS INJURY/DESTRUCTION OF PROPERTY/VANDALISM,-1033431,NA
2023-00022762,4/10/2023,4/10/2023,1,1,220,21-1435.A,BURGLARY - SECOND DEGREE (BURGLARY),-1033430,NA
2023-00022748,4/9/2023,4/9/2023,1,1,290,21-1760,MALICIOUS INJURY/DESTRUCTION OF PROPERTY/VANDALISM,-1033429,NA
2023-00022743,4/9/2023,4/9/2023,1,1,220,21-1431,BURGLARY - FIRST DEGREE,-1033428,NA
2023-00022651,4/9/2023,4/6/2023,1,1,23H,21-1705,GRAND LARCENY (ALL OTHER LARCENY),-1033427,NA
2023-00022715,4/9/2023,4/9/2023,1,1,13A,21-645,ASSAULT &/OR BATTERY W/DANGEROUS WEAPON,-1033426,NA
2023-00022731,4/9/2023,4/9/2023,1,1,90I,RUNAWA,RUNAWAY,-1033425,NA
2023-00022513,4/8/2023,4/8/2023,1,1,13B,21-843.5.A,CHILD ABUSE BY INJURY (SIMPLE ASSAULT),-1033424,NA
2023-00022409,4/8/2023,4/8/2023,1,1,13A,21-1279,POINTING WEAPON AT ANOTHER,-1033423,NA
2023-00022376,4/7/2023,4/7/2023,1,1,13C,21-1172,OBSCENE/THREATENING/HARASSING PHONE CALL (INTIMIDATION),-1033422,NA
2023-00022347,4/7/2023,4/7/2023,1,1,90Z,21-1268.2,ACT OF TERRORISM (ALL OTHER OFFENSES),-1033421,NA
2023-00022342,4/7/2023,4/8/2023,1,2,83D,RUNAWAYLOC,RUNAWAY-LOCATED/RECOVERED (OUTSIDE AGENCY),-1033420,NA
2023-00022342,4/7/2023,4/7/2023,1,1,90I,RUNAWA,RUNAWAY,-1033419,NA
2023-00022644,4/9/2023,4/9/2023,1,1,90I,RUNAWA,RUNAWAY,-1033418,NA
2023-00022639,4/9/2023,4/9/2023,1,1,13B,21-644.C,DOMESTIC ABUSE (SIMPLE ASSAULT),-1033417,NA
2023-00022608,4/9/2023,4/9/2023,1,1,86P,UNATDTH,UNATTENDED / ATTENDED DEATH,-1033416,NA
2023-00022501,4/8/2023,4/8/2023,1,1,86S,OFINFO,OFFICERS INFORMATION,-1033415,NA
2023-00022559,4/8/2023,4/8/2023,1,2,26C,21-1533,IMPERSONATING PUBLIC OFFICER,-1033414,NA
2023-00022559,4/8/2023,4/8/2023,1,1,13C,21-1378.B,ACT OF VIOLENCE - THREATEN SERIOUS BODILY HARM OR DEATH,-1033413,NA
2023-00022692,4/9/2023,4/9/2023,1,3,87F,47-6.303,DRIVING WITH LIC. CANCELED/SUSPENDED/REVOKED - DUS,-1033412,NA
2023-00022692,4/9/2023,4/9/2023,1,2,90Z,21-852.1,CHILD ENDANGERMENT,-1033411,NA
2023-00022692,4/9/2023,4/9/2023,1,1,13A,21-652.C,ASSAULT/BATTERY WITH DEADLY WEAPON,-1033410,NA
2023-00022254,4/7/2023,4/7/2023,1,1,86P,UNATDTH,UNATTENDED / ATTENDED DEATH,-1033409,NA
2023-00022163,4/7/2023,4/7/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1033408,NA
2023-00022029,4/6/2023,4/6/2023,2,1,88B,MWARR,WARRANT-MUNICIPAL (NORMAN),-1033407,NA
2023-00021966,4/6/2023,4/6/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1033406,NA
2023-00022336,4/7/2023,4/7/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1033405,NA
2023-00022337,4/7/2023,4/7/2023,1,2,88B,MWARR,WARRANT-MUNICIPAL (NORMAN),-1033404,NA
2023-00022337,4/7/2023,4/7/2023,1,1,88C,OWARR,WARRANT-OTHER,-1033403,NA
2023-00022359,4/7/2023,4/7/2023,1,1,86M,SUICPROTECT,SUICIDE ATTEMPT / PROTECTIVE CUSTODY,-1033402,NA
2023-00021667,4/4/2023,4/4/2023,1,2,290,24-502,MOLESTING PROP,-1033401,NA
2023-90000159,4/7/2023,4/7/2023,1,1,23H,21-1701,LARCENY (ALL OTHER LARCENY),-1033400,NA
2023-90000158,4/7/2023,4/7/2023,1,1,26C,21-1533.1,FRAUDULENTLY OBTAINING PERSONAL IDENTITY OF OTHERS (IMPERSONATION),-1033399,NA
2023-00022117,4/6/2023,4/6/2023,1,1,23C,24-503,PETTY LARCENY,-1033398,NA
2023-00022091,4/6/2023,4/6/2023,1,1,23C,24-503,PETTY LARCENY,-1033397,NA
2023-00022006,4/6/2023,4/6/2023,1,1,23C,24-503,PETTY LARCENY,-1033396,NA
2023-00022044,4/6/2023,4/6/2023,1,1,90Z,24-309,TRUANCY,-1033395,NA
2023-00021485,4/4/2023,4/4/2023,1,1,90Z,J24-309,JV TRUANCY,-1033394,NA
2023-00022050,4/6/2023,4/5/2023,1,1,85C,ASSIST,AGENCY ASSIST,-1033393,NA
2023-00021443,4/4/2023,4/4/2023,1,1,85C,ASSIST,AGENCY ASSIST,-1033392,NA
2023-00022089,4/6/2023,4/7/2023,1,2,90E,24-202,PUBLIC INTOX,-1033391,NA
2023-00021912,4/6/2023,4/6/2023,1,2,88C,OWARR,WARRANT-OTHER,-1033390,NA
2023-00021912,4/6/2023,4/6/2023,1,1,88A,CWARR,WARRANT-CLEV COUNTY,-1033389,NA
2023-00022051,4/6/2023,4/6/2023,4,2,88B,MWARR,WARRANT-MUNICIPAL (NORMAN),-1033388,NA
2023-00022051,4/6/2023,4/6/2023,3,1,88A,CWARR,WARRANT-CLEV COUNTY,-1033387,NA
2023-00022069,4/6/2023,4/6/2023,1,1,90E,24-202,PUBLIC INTOX,-1033386,NA
2023-00022085,4/6/2023,4/6/2023,1,1,90E,24-202,PUBLIC INTOX,-1033385,NA
2023-00021760,4/5/2023,4/5/2023,1,1,23C,21-1731,LARCENY OF MERCHANDISE FROM RETAILER (SHOPLIFTING),-1033384,NA
2023-00019844,3/28/2023,3/28/2023,1,1,86G,FOUNDPROP,FOUND PROPERTY,-1033383,NA
2023-00022076,4/6/2023,4/6/2023,1,1,86G,FOUNDPROP,FOUND PROPERTY,-1033382,NA
2023-00022153,4/7/2023,4/7/2023,1,2,120,21-800,CONJOINT ROBBERY,-1033381,NA
2023-00022153,4/7/2023,4/7/2023,5,1,13B,21-644,ASSAULT AND BATTERY (SIMPLE ASSAULT),-1033380,NA
2023-00022128,4/6/2023,4/6/2023,1,1,23A,21-1701,LARCENY (POCKET-PICKING),-1033379,NA
2023-00021722,4/5/2023,4/5/2023,1,1,220,21-1435.A,BURGLARY - SECOND DEGREE (BURGLARY),-1033378,NA
2023-00021795,4/5/2023,4/5/2023,1,1,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1033377,NA
2023-00021868,4/5/2023,4/5/2023,1,1,86S,OFINFO,OFFICERS INFORMATION,-1033376,NA
2023-00021889,4/5/2023,4/3/2023,1,3,26A,21-1541.3,TWO OR MORE BOGUS CHECKS TOGETHER > $500  (FALSE PRETENSES/SWINDLE/CONFIDENCE GAME),-1033375,NA
2023-00021889,4/5/2023,4/3/2023,1,2,26A,21-1545,USING FALSE CHECK (FALSE PRETENSES/SWINDLE/CONFIDENCE GAME),-1033374,NA
2023-00021889,4/5/2023,4/3/2023,1,1,13C,21-1953,COMPUTER FRAUD/UNLAWFUL USE OF COMPUTER/SYSTEM (INTIMIDATION),-1033373,NA
2023-00021968,4/6/2023,4/6/2023,1,1,290,21-1760,MALICIOUS INJURY/DESTRUCTION OF PROPERTY/VANDALISM,-1033372,NA
2023-00021974,4/6/2023,4/5/2023,1,1,26B,21-1550.2,UNAUTHORIZED USE OF CREDIT CARD (CREDIT CARD/AUTOMATED TELLER MACHINE FRAUD),-1033371,NA
2023-00021989,4/6/2023,4/3/2023,1,1,90Z,21-1172,OBSCENE/THREATENING/HARASSING PHONE CALL (ALL OTHER OFFENSES),-1033370,NA
2023-00021995,4/6/2023,4/6/2023,1,1,26C,21-1531.4,FALSE PERSONATION (FRAUD),-1033369,NA
2023-00021999,4/6/2023,4/5/2023,1,1,23H,21-1706,PETIT LARCENY (ALL OTHER LARCENY),-1033368,NA
2023-00022049,4/6/2023,4/6/2023,1,1,80N,PUBLICDOC,PUBLIC DOCUMENTATION,-1033367,NA
2023-00022060,4/6/2023,10/23/2022,1,1,11D,21-1123.B,SEXUAL BATTERY,-1033366,NA
2023-00022152,4/7/2023,4/6/2023,1,1,83B,MISPER,MISSING PERSON,-1033365,NA
2023-00022094,4/6/2023,4/6/2023,1,2,83D,RUNAWAYLOC,RUNAWAY-LOCATED/RECOVERED (OUTSIDE AGENCY),-1033364,NA
2023-00022094,4/6/2023,4/6/2023,1,1,90I,RUNAWA,RUNAWAY,-1033363,NA
2023-00022124,4/6/2023,4/6/2023,1,1,90I,RUNAWA,RUNAWAY,-1033362,NA
2023-00022089,4/6/2023,4/6/2023,1,1,88B,MWARR,WARRANT-MUNICIPAL (NORMAN),-1033361,NA
2023-00021913,4/6/2023,4/6/2023,1,1,100,21-741,KIDNAPPING,-1033360,NA
2023-00020453,3/30/2023,3/30/2023,1,1,23H,21-1701,LARCENY (ALL OTHER LARCENY),-1033359,NA
2023-00022054,4/6/2023,4/6/2023,1,2,35B,63-2.405,UNLAWFUL POSSESSION OF PARAPHERNALIA,-1033358,NA
2023-00022054,4/6/2023,4/6/2023,2,1,88A,CWARR,WARRANT-CLEV COUNTY,-1033357,NA
2023-00021958,4/6/2023,4/6/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1033356,NA
2023-00021728,4/5/2023,4/5/2023,1,1,290,24-502,MOLESTING PROP,-1033355,NA
2023-00020373,3/30/2023,1/1/2013,1,1,11A,21-843.5.E,CHILD SEXUAL ABUSE (FORCIBLE RAPE),-1033354,NA
2023-00021941,4/6/2023,4/6/2023,1,3,90Z,21-540,OBSTRUCTING OFFICER,-1033353,NA
2023-00021941,4/6/2023,4/6/2023,1,2,90E,37-8,PUBLIC INTOXICATION,-1033352,NA
2023-00021941,4/6/2023,4/6/2023,2,1,88B,MWARR,WARRANT-MUNICIPAL (NORMAN),-1033351,NA
2023-00021933,4/6/2023,4/6/2023,1,1,35B,24-312,POSS/DRUG PARAPHERNALIA,-1033350,NA
2023-00020958,4/2/2023,4/2/2023,1,3,90E,24-202,PUBLIC INTOX,-1033349,NA
2023-00020167,3/29/2023,3/24/2023,1,2,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1033348,NA
2023-00020984,4/2/2023,4/2/2023,1,1,90E,24-202,PUBLIC INTOX,-1033347,NA
2023-00020329,3/30/2023,3/29/2023,1,2,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1033346,NA
2023-00020333,3/30/2023,3/29/2023,1,2,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1033345,NA
2023-00018585,3/23/2023,3/22/2023,1,2,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1033344,NA
2023-00020770,4/1/2023,4/1/2023,1,2,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1033343,NA
2023-00020834,4/1/2023,3/31/2023,1,2,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1033342,NA
2023-00020975,4/2/2023,4/2/2023,1,1,13B,24-401,ASSAULT & BATTERY,-1033341,NA
2023-00021307,4/3/2023,3/31/2023,1,2,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1033340,NA
2023-00021674,4/5/2023,4/5/2023,1,3,90Z,24-602,INTER W/OFF PROC,-1033339,NA
2023-00021095,4/2/2023,4/2/2023,1,1,23C,24-503,PETTY LARCENY,-1033338,NA
2023-00021843,4/5/2023,4/5/2023,1,1,90Z,24-403,DIST THE PEACE,-1033337,NA
2023-00021858,4/5/2023,4/5/2023,1,1,90J,24-505,TRESPASSING,-1033336,NA
2023-00021882,4/5/2023,4/5/2023,1,1,90E,24-202,PUBLIC INTOX,-1033335,NA
2023-00020904,4/1/2023,4/1/2023,1,2,35B,24-312,POSS/DRUG PARAPHERNALIA,-1033334,NA
2023-00020904,4/1/2023,4/1/2023,1,1,23C,24-503,PETTY LARCENY,-1033333,NA
2023-00021514,4/4/2023,4/4/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1033332,NA
2023-00021640,4/4/2023,4/4/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1033331,NA
2023-00021893,4/6/2023,4/6/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1033330,NA
2023-00015550,3/10/2023,2/6/2023,1,1,26B,21-1501,SECURING CREDIT FRAUDENTLY (CREDIT CARD/AUTOMATED TELLER MACHINE FRAUD),-1033329,NA
2023-00021732,4/5/2023,4/5/2023,1,1,86G,FOUNDPROP,FOUND PROPERTY,-1033328,NA
2023-00021781,4/5/2023,3/30/2023,1,1,250,21-1577,FORGERY -COUNTERFEIT -- NOTES/CHECKS/BILLS/DRAFTS,-1033327,NA
2023-00021792,4/5/2023,3/31/2023,1,2,290,DAMAGEDPROP,DAMAGED PROPERTY,-1033326,NA
2023-00021791,4/5/2023,4/3/2023,1,2,290,21-1760.A.2,MALICIOUS INJURY TO PROPERTY - OVER $1000,-1033325,NA
2023-00021791,4/5/2023,4/3/2023,1,1,220,21-1435.A,BURGLARY - SECOND DEGREE (BURGLARY),-1033324,NA
2023-00021792,4/5/2023,3/1/2023,1,1,220,21-1435.A,BURGLARY - SECOND DEGREE (BURGLARY),-1033323,NA
2023-00021852,4/5/2023,4/5/2023,1,2,90Z,24-602,INTER W/OFF PROC,-1033322,NA
2023-00021852,4/5/2023,4/5/2023,2,1,88B,MWARR,WARRANT-MUNICIPAL (NORMAN),-1033321,NA
2023-00021818,4/5/2023,3/30/2023,1,1,290,21-1760,MALICIOUS INJURY/DESTRUCTION OF PROPERTY/VANDALISM,-1033320,NA
2023-00021834,4/5/2023,3/1/2023,1,1,26B,21-1550.25,FRAUDULENT USE OF CREDIT CARD NUMBER,-1033319,NA
2023-00021802,4/5/2023,4/5/2023,1,1,120,21-791,ROBBERY,-1033318,NA
2023-00021765,4/5/2023,4/5/2023,1,1,86G,FOUNDPROP,FOUND PROPERTY,-1033317,NA
2023-00021764,4/5/2023,4/5/2023,1,1,86P,UNATDTH,UNATTENDED / ATTENDED DEATH,-1033316,NA
2023-00021751,4/5/2023,4/5/2023,1,1,86P,UNATDTH,UNATTENDED / ATTENDED DEATH,-1033315,NA
2023-00021835,4/5/2023,4/5/2023,1,1,250,21-1577,FORGERY -COUNTERFEIT -- NOTES/CHECKS/BILLS/DRAFTS,-1033314,NA
2023-00021841,4/5/2023,1/1/2023,1,2,26E,21-1550.2,UNAUTHORIZED USE OF CREDIT CARD (WIRE FRAUD),-1033313,NA
2023-00021841,4/5/2023,1/1/2023,1,1,26C,21-1503,DEFRAUDING AN INNKEEPER (IMPERSONATION),-1033312,NA
2023-00021861,4/5/2023,4/5/2023,1,1,90I,RUNAWA,RUNAWAY,-1033311,NA
2023-90000157,4/5/2023,4/5/2023,1,1,23C,21-1701,LARCENY (SHOPLIFTING),-1033310,NA
2023-00020571,3/31/2023,3/31/2023,1,1,90J,24-505,TRESPASSING,-1033309,NA
2023-00020368,3/30/2023,3/30/2023,1,1,90J,24-505,TRESPASSING,-1033308,NA
2023-00021720,4/5/2023,4/5/2023,1,2,290,21-1760,MALICIOUS INJURY/DESTRUCTION OF PROPERTY/VANDALISM,-1033307,NA
2023-00021720,4/5/2023,4/5/2023,1,1,220,21-1435.A,BURGLARY - SECOND DEGREE (BURGLARY),-1033306,NA
2023-00020425,3/30/2023,3/30/2023,1,1,90J,24-505,TRESPASSING,-1033304,NA
2023-00020749,4/1/2023,4/1/2023,1,1,90E,24-202,PUBLIC INTOX,-1033303,NA
2023-00021727,4/5/2023,4/4/2023,1,2,290,DAMAGEDPROP,DAMAGED PROPERTY,-1033302,NA
2023-00021727,4/5/2023,4/4/2023,1,1,23H,21-1701,LARCENY (ALL OTHER LARCENY),-1033301,NA
2023-00021701,4/5/2023,4/5/2023,1,1,86P,UNATDTH,UNATTENDED / ATTENDED DEATH,-1033300,NA
2023-00020531,3/31/2023,3/31/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1033299,NA
2023-00020980,4/2/2023,4/2/2023,1,1,90E,24-202,PUBLIC INTOX,-1033298,NA
2023-00019448,3/26/2023,3/26/2023,1,1,90E,24-202,PUBLIC INTOX,-1033297,NA
2023-00020744,4/1/2023,4/1/2023,1,1,90E,24-202,PUBLIC INTOX,-1033296,NA
2023-00020949,4/1/2023,4/1/2023,1,2,90E,24-202,PUBLIC INTOX,-1033295,NA
2023-00019351,3/26/2023,3/26/2023,1,3,35B,24-312,POSS/DRUG PARAPHERNALIA,-1033294,NA
2023-00019351,3/26/2023,3/26/2023,1,2,35A,24-307,POSS/MARIJ,-1033293,NA
2023-00019351,3/26/2023,3/26/2023,1,1,90Z,24-310,OUTRAGING PUB DEC,-1033292,NA
2023-00013838,3/3/2023,3/3/2023,1,1,86S,OFINFO,OFFICERS INFORMATION,-1033291,NA
2023-00019216,3/25/2023,3/25/2023,1,1,90E,24-202,PUBLIC INTOX,-1033290,NA
2023-00021231,4/3/2023,4/3/2023,1,1,90Z,59-353.18,SALE OF DRUGS WITHOUT A LICENSE,-1033289,NA
2023-00019827,3/28/2023,3/28/2023,1,1,86S,OFINFO,OFFICERS INFORMATION,-1033288,NA
2023-00020552,3/31/2023,3/30/2023,1,1,13B,21-843.5.A,CHILD ABUSE BY INJURY (SIMPLE ASSAULT),-1033287,NA
2023-00021694,4/5/2023,4/5/2023,7,1,88B,MWARR,WARRANT-MUNICIPAL (NORMAN),-1033286,NA
2023-00021232,4/3/2023,3/1/2023,1,1,220,21-1435.A,BURGLARY - SECOND DEGREE (BURGLARY),-1033285,NA
2023-00021459,4/4/2023,4/4/2023,1,1,26C,21-1545,USING FALSE CHECK (IMPERSONATION),-1033284,NA
2023-00021068,4/2/2023,4/2/2023,1,1,23C,24-503,PETTY LARCENY,-1033283,NA
2023-00021560,4/4/2023,4/4/2023,1,1,120,21-801,ROBBERY OR ATTEMPTED W/ DANGEROUS WEAPON,-1033282,NA
2023-00021600,4/4/2023,4/4/2023,1,1,86S,OFINFO,OFFICERS INFORMATION,-1033281,NA
2023-00020958,4/2/2023,4/2/2023,1,2,90J,24-505,TRESPASSING,-1033280,NA
2023-00020958,4/2/2023,4/2/2023,1,1,290,24-502,MOLESTING PROP,-1033279,NA
2023-00021087,4/2/2023,4/2/2023,1,2,13B,24-401,ASSAULT & BATTERY,-1033278,NA
2023-00021087,4/2/2023,4/2/2023,1,1,90J,24-505,TRESPASSING,-1033277,NA
2023-00021143,4/2/2023,4/2/2023,1,2,35B,24-312,POSS/DRUG PARAPHERNALIA,-1033276,NA
2023-00021143,4/2/2023,4/2/2023,1,1,90Z,24-305,UNDER INFLUENCE/NARC,-1033275,NA
2023-00018367,3/22/2023,3/22/2023,1,1,86D,4-603,NUISANCE ANIMAL,-1033274,NA
2023-00021153,4/2/2023,4/2/2023,1,1,23C,24-503,PETTY LARCENY,-1033273,NA
2023-00021572,4/4/2023,4/4/2023,1,4,35B,24-312,POSS/DRUG PARAPHERNALIA,-1033272,NA
2023-00020278,3/30/2023,3/29/2023,1,1,86S,OFINFO,OFFICERS INFORMATION,-1033271,NA
2023-00021674,4/5/2023,4/5/2023,1,2,90E,24-202,PUBLIC INTOX,-1033270,NA
2023-00021677,4/5/2023,4/5/2023,1,1,90Z,24-201,AGE MISREP,-1033269,NA
2023-00020515,3/31/2023,3/30/2023,1,1,86S,OFINFO,OFFICERS INFORMATION,-1033268,NA
2023-00020382,3/30/2023,3/30/2023,1,1,86S,OFINFO,OFFICERS INFORMATION,-1033267,NA
2023-00019863,3/28/2023,3/28/2023,1,1,86S,OFINFO,OFFICERS INFORMATION,-1033266,NA
2023-00021173,4/2/2023,4/2/2023,1,1,23C,24-503,PETTY LARCENY,-1033265,NA
2023-00021389,4/3/2023,4/3/2023,1,2,35B,24-312,POSS/DRUG PARAPHERNALIA,-1033264,NA
2023-00020845,4/1/2023,4/1/2023,1,1,90Z,24-305,UNDER INFLUENCE/NARC,-1033263,NA
2023-00020268,3/30/2023,3/30/2023,3,1,88B,MWARR,WARRANT-MUNICIPAL (NORMAN),-1033262,NA
2023-00021687,4/5/2023,4/5/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1033261,NA
2023-00021635,4/4/2023,4/4/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1033260,NA
2023-00021624,4/4/2023,4/4/2023,1,1,23G,21-1701,LARCENY (THEFT OF MOTOR VEHICLE PARTS OR ACCESSORIES),-1033259,NA
2023-00021634,4/4/2023,3/1/2023,1,1,23H,21-1705,GRAND LARCENY (ALL OTHER LARCENY),-1033258,NA
2023-00021667,4/4/2023,4/4/2023,1,1,290,21-1760,MALICIOUS INJURY/DESTRUCTION OF PROPERTY/VANDALISM,-1033257,NA
2023-00021644,4/4/2023,4/4/2023,1,1,240,47-4.102,UNAUTHORIZED USE OF A VEHICLE / UUMV FROM NPD (MOTOR VEHICLE THEFT),-1033256,NA
2023-00021651,4/4/2023,3/1/2023,1,1,26B,21-1550.2,UNAUTHORIZED USE OF CREDIT CARD (CREDIT CARD/AUTOMATED TELLER MACHINE FRAUD),-1033255,NA
2023-90000154,4/5/2023,4/5/2023,1,1,26A,21-1953,COMPUTER FRAUD/UNLAWFUL USE OF COMPUTER/SYSTEM  (FALSE PRETENSES/SWINDLE/CONFIDENCE GAME),-1033254,NA
2023-90000155,4/4/2023,4/4/2023,1,1,26C,21-1533.1,FRAUDULENTLY OBTAINING PERSONAL IDENTITY OF OTHERS (IMPERSONATION),-1033253,NA
2023-90000156,4/4/2023,4/4/2023,1,1,13C,21-1172,OBSCENE/THREATENING/HARASSING PHONE CALL (INTIMIDATION),-1033252,NA
2023-00021643,4/4/2023,4/3/2023,1,2,90Z,10A-1-1-105,CHILD ABUSE,-1033251,NA
2023-00021643,4/4/2023,4/3/2023,1,1,90I,RUNAWA,RUNAWAY,-1033250,NA
2023-00021682,4/5/2023,4/5/2023,1,1,13B,21-644,ASSAULT AND BATTERY (SIMPLE ASSAULT),-1033248,NA
2023-00021621,4/4/2023,4/4/2023,1,1,23H,21-1701,LARCENY (ALL OTHER LARCENY),-1033247,NA
2023-00021616,4/4/2023,4/4/2023,1,1,23D,21-1701,LARCENY (THEFT FROM BUILDING),-1033246,NA
2023-00021615,4/4/2023,4/2/2023,1,1,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1033245,NA
2023-00021606,4/4/2023,4/4/2023,1,1,250,21-1577,FORGERY -COUNTERFEIT -- NOTES/CHECKS/BILLS/DRAFTS,-1033244,NA
