AccidentDatetime,CaseNumber,ORI,HouseNumber,StreetPrefix,StreetPreType,StreetName,StreetType,StreetSuffix,XStreetPrefix,XStreetPreType,XStreetName,XStreetType,XStreetSuffix,UnitNumber,UnitType,DriverPedCondition,ChemicalTest,ContributingFactors
11/15/2023,2023-00077295,OK0140200,,,,HARDIN,DR,,,,CHAUTAUQUA,AVE,,1,D - Driver,Other,None Given,Inattention Other
11/15/2023,2023-00077301,OK0140200,,E,,ROBINSON,ST,,,,48TH,AVE,NE,1,D - Driver,Apparently Normal,None Given,From Stop Sign
11/15/2023,2023-00077301,OK0140200,,E,,ROBINSON,ST,,,,48TH,AVE,NE,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
11/15/2023,2023-00077325,OK0140200,,,,BROOKHAVEN,BLVD,,,,GLENBROOK,DR,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
11/15/2023,2023-00077325,OK0140200,,,,BROOKHAVEN,BLVD,,,,GLENBROOK,DR,,1,D - Driver,Apparently Normal,None Given,From Stop Sign
11/15/2023,2023-00077367,OK0140200,,,,PRIVATE PROPERTY / 1946 FILLMORE AVE,,,,,,,,1,D - Driver,Apparently Normal,None Given,Brakes
11/15/2023,2023-00077382,OK0140200,,,,MCGEE,DR,,W,,LINDSEY,ST,,1,D - Driver,Apparently Normal,None Given,Right
11/15/2023,2023-00077382,OK0140200,,,,MCGEE,DR,,W,,LINDSEY,ST,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
11/15/2023,2023-00077404,OK0140200,,E,,BOYD,ST,,,,TROUT,AVE,,1,D - Driver,Apparently Normal,None Given,Left
11/15/2023,2023-00077404,OK0140200,,E,,BOYD,ST,,,,TROUT,AVE,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
11/16/2023,2023-00077559,OK0140200,,,,INTERSTATE,DR,,,,BOARDWALK,,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
11/16/2023,2023-00077559,OK0140200,,,,INTERSTATE,DR,,,,BOARDWALK,,,1,D - Driver,Apparently Normal,None Given,From Stop Sign
11/16/2023,2023-00077574,OK0140200,,,,24TH,AVE,NW,,,PALMER,CIR,,1,D - Driver,Apparently Normal,None Given,Human Element
11/16/2023,2023-00077574,OK0140200,,,,24TH,AVE,NW,,,PALMER,CIR,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
11/16/2023,2023-00077624,OK0140200,,N,,FLOOD,AVE,,W,,ROBINSON,ST,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
11/16/2023,2023-00077624,OK0140200,,N,,FLOOD,AVE,,W,,ROBINSON,ST,,1,D - Driver,Apparently Normal,None Given,Inattention Other
11/16/2023,2023-00077626,OK0140200,,W,,ROBINSON,ST,,N,,INTERSTATE,DR,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
11/16/2023,2023-00077626,OK0140200,,W,,ROBINSON,ST,,N,,INTERSTATE,DR,,1,D - Driver,Apparently Normal,None Given,Other Distraction Inside
11/17/2023,2023-00077632,OK0140200,2073,W,,LINDSEY,ST,,,,,,,1,D - Driver,Apparently Normal,None Given,In Front of Oncoming Traffic
11/17/2023,2023-00077632,OK0140200,2073,W,,LINDSEY,ST,,,,,,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
11/16/2023,2023-00077636,OK0140200,,W,,INDIAN HILLS,RD,,,,48TH,AVE,NW,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
11/16/2023,2023-00077636,OK0140200,,W,,INDIAN HILLS,RD,,,,48TH,AVE,NW,1,D - Driver,Apparently Normal,None Given,Inattention Other
11/16/2023,2023-00077684,OK0140200,,W,,TECUMSEH,RD,,,,12TH,AVE,NW,1,D - Driver,Apparently Normal,None Given,In Front of Oncoming Traffic
11/16/2023,2023-00077684,OK0140200,,W,,TECUMSEH,RD,,,,12TH,AVE,NW,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
11/16/2023,2023-00077718,OK0140200,,,,PRIVATE PROPERTY / 3001 OAK TREE AVE,,,,,,,,3,C - Parked Car,Not Applicable,Not Applicable,Incident Report
11/16/2023,2023-00077718,OK0140200,,,,PRIVATE PROPERTY / 3001 OAK TREE AVE,,,,,,,,2,C - Parked Car,Not Applicable,Not Applicable,Incident Report
11/16/2023,2023-00077718,OK0140200,,,,PRIVATE PROPERTY / 3001 OAK TREE AVE,,,,,,,,1,D - Driver,Unknown,None Given,Incident Report
11/16/2023,2023-00077718,OK0140200,,,,PRIVATE PROPERTY / 3001 OAK TREE AVE,,,,,,,,4,C - Parked Car,Not Applicable,Not Applicable,Incident Report
11/17/2023,2023-00077802,OK0140200,222,,,JUSTIN,DR,,,,,,,1,D - Driver,Apparently Normal,None Given,Distraction from Outside the Vehicle
11/17/2023,2023-00077802,OK0140200,222,,,JUSTIN,DR,,,,,,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
11/17/2023,2023-00077823,OK0140200,,E,,MAIN,ST,,N,,PETERS,AVE,,3,C - Parked Car,Not Applicable,Not Applicable,No Improper Action by Driver
11/17/2023,2023-00077823,OK0140200,,E,,MAIN,ST,,N,,PETERS,AVE,,1,D - Driver,Apparently Normal,None Given,Changed Lanes Unsafely
11/17/2023,2023-00077823,OK0140200,,E,,MAIN,ST,,N,,PETERS,AVE,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
11/17/2023,2023-00077835,OK0140200,1305,,,MCGEE,DR,,,,,,,1,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
11/17/2023,2023-00077835,OK0140200,1305,,,MCGEE,DR,,,,,,,2,C - Parked Car,Apparently Normal,None Given,No Improper Action by Driver
11/17/2023,2023-00077869,OK0140200,,,,ED NOBLE,PKWY,,,,NORMAN CENTER,CT,,1,D - Driver,Apparently Normal,None Given,Fail to Yield Other
11/17/2023,2023-00077869,OK0140200,,,,ED NOBLE,PKWY,,,,NORMAN CENTER,CT,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
11/17/2023,2023-00077879,OK0140200,,W,,GRAY,ST,,N,,WEBSTER,AVE,,1,D - Driver,Apparently Normal,None Given,For Traffic Signal
11/17/2023,2023-00077879,OK0140200,,W,,GRAY,ST,,N,,WEBSTER,AVE,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
11/17/2023,2023-00077914,OK0140200,,W,,INDIAN HILLS,RD,,,,YORK,DR,,2,D - Driver,Apparently Normal,None Given,Inattention Other
11/17/2023,2023-00077914,OK0140200,,W,,INDIAN HILLS,RD,,,,YORK,DR,,1,D - Driver,Apparently Normal,None Given,Inattention Other
11/17/2023,2023-00077924,OK0140200,,E,,TONHAWA,ST,,N,,PORTER,AVE,,1,D - Driver,Apparently Normal,None Given,From Stop Sign
11/17/2023,2023-00077924,OK0140200,,E,,TONHAWA,ST,,N,,PORTER,AVE,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
11/17/2023,2023-00077926,OK0140200,,W,,MAIN,ST,,,,36TH,AVE,NW,1,D - Driver,Apparently Normal,None Given,Fail to Yield Other
11/17/2023,2023-00077926,OK0140200,,W,,MAIN,ST,,,,36TH,AVE,NW,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
11/17/2023,2023-00077926,OK0140200,,W,,MAIN,ST,,,,36TH,AVE,NW,3,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
11/17/2023,2023-00077972,OK0140200,,,,JENKINS,AVE,,W,,BOYD,ST,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
11/17/2023,2023-00077972,OK0140200,,,,JENKINS,AVE,,W,,BOYD,ST,,1,D - Driver,Apparently Normal,None Given,Inattention Other
11/18/2023,2023-00078104,OK0140200,,,,12TH,AVE,NE,,,MORREN,DR,,1,D - Driver,Apparently Normal,None Given,Distraction from Outside the Vehicle
11/18/2023,2023-00078104,OK0140200,,,,12TH,AVE,NE,,,MORREN,DR,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
11/18/2023,2023-00078114,OK0140200,,,,24TH,AVE,NE,,,ALAMEDA,ST,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
11/18/2023,2023-00078114,OK0140200,,,,24TH,AVE,NE,,,ALAMEDA,ST,,1,D - Driver,Apparently Normal,None Given,Private Drive
11/18/2023,2023-00078157,OK0140200,,,,E STATE HWY 9 / SE 12TH AVE AVE,,,,,,,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
11/18/2023,2023-00078157,OK0140200,,,,E STATE HWY 9 / SE 12TH AVE AVE,,,,,,,,1,D - Driver,Apparently Normal,None Given,Changed Lanes Unsafely
11/18/2023,2023-00078193,OK0140200,,W,,TECUMSEH,RD,,,,24TH,AVE,NW,1,D - Driver,Apparently Normal,None Given,Inattention Other
11/18/2023,2023-00078193,OK0140200,,W,,TECUMSEH,RD,,,,24TH,AVE,NW,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
11/18/2023,2023-00078195,OK0140200,,,,12TH,AVE,NE,,,PALOMA,PL,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
11/18/2023,2023-00078195,OK0140200,,,,12TH,AVE,NE,,,PALOMA,PL,,1,D - Driver,Apparently Normal,None Given,From Stop Sign
11/18/2023,2023-00078217,OK0140200,,,,W MAIN ST / 26TH DR DR,,,,,,,,1,D - Driver,Apparently Normal,None Given,To Vehicle in Intersection
11/18/2023,2023-00078217,OK0140200,,,,W MAIN ST / 26TH DR DR,,,,,,,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
11/19/2023,2023-00078364,OK0140200,,,,48TH,AVE,NW,,,WELLMAN,WAY,,1,D - Driver,Apparently Normal,None Given,Rain or Wet Roadway
11/19/2023,2023-00078372,OK0140200,,W,,STATE HWY 9,HWY,,S,,BERRY,RD,,1,D - Driver,Apparently Normal,None Given,Rain or Wet Roadway
11/19/2023,2023-00078372,OK0140200,,W,,STATE HWY 9,HWY,,S,,BERRY,RD,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
11/19/2023,2023-00078372,OK0140200,,W,,STATE HWY 9,HWY,,S,,BERRY,RD,,3,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
11/19/2023,2023-00078388,OK0140200,,N,,INTERSTATE,DR,,W,,ROBINSON,ST,,1,D - Driver,Apparently Normal,None Given,Weather Condition
11/19/2023,2023-00078388,OK0140200,,N,,INTERSTATE,DR,,W,,ROBINSON,ST,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
11/19/2023,2023-00078394,OK0140200,,S,,FLOOD,AVE,,W,,BOYD,ST,,1,D - Driver,Apparently Normal,None Given,To Vehicle in Intersection
11/19/2023,2023-00078394,OK0140200,,S,,FLOOD,AVE,,W,,BOYD,ST,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
11/19/2023,2023-00078402,OK0140200,,,,CLASSEN,BLVD,,E,,CEDAR LANE,RD,,1,D - Driver,Apparently Normal,None Given,Improper Act Other Unkn
11/19/2023,2023-00078402,OK0140200,,,,CLASSEN,BLVD,,E,,CEDAR LANE,RD,,2,D - Driver,Apparently Normal,None Given,Improper Act Other Unkn
11/19/2023,2023-00078406,OK0140200,,W,,ROBINSON,ST,,,,CROSSROADS,BLVD,,1,D - Driver,Apparently Normal,None Given,For Traffic Signal
11/19/2023,2023-00078406,OK0140200,,W,,ROBINSON,ST,,,,CROSSROADS,BLVD,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
11/20/2023,2023-00078556,OK0140200,,W,,MAIN,ST,,,,I35 NB ON RAMP 109,RAMP,,1,D - Driver,Apparently Normal,None Given,Distraction from Outside the Vehicle
11/20/2023,2023-00078556,OK0140200,,W,,MAIN,ST,,,,I35 NB ON RAMP 109,RAMP,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
11/20/2023,2023-00078567,OK0140200,,W,,TECUMSEH,RD,,,,24TH,AVE,NW,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
11/20/2023,2023-00078567,OK0140200,,W,,TECUMSEH,RD,,,,24TH,AVE,NW,1,D - Driver,Apparently Normal,None Given,Other Distraction Inside
11/20/2023,2023-00078576,OK0140200,,E,,GRAY,ST,,N,,PETERS,AVE,,1,D - Driver,Apparently Normal,None Given,Left
11/20/2023,2023-00078576,OK0140200,,E,,GRAY,ST,,N,,PETERS,AVE,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
11/20/2023,2023-00078582,OK0140200,,E,,STATE HWY 9,HWY,,,,TECHNOLOGY,PL,,1,D - Driver,Apparently Normal,None Given,Fail to Yield Other
11/20/2023,2023-00078582,OK0140200,,E,,STATE HWY 9,HWY,,,,TECHNOLOGY,PL,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
11/20/2023,2023-00078634,OK0140200,,W,,LINDSEY,ST,,,,I35 NB ON RAMP 108B,RAMP,,1,D - Driver,Apparently Normal,None Given,Distraction from Outside the Vehicle
11/20/2023,2023-00078634,OK0140200,,W,,LINDSEY,ST,,,,I35 NB ON RAMP 108B,RAMP,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
11/20/2023,2023-00078705,OK0140200,,W,,LINDSEY,ST,,,,CHAUTAUQUA,AVE,,1,D - Driver,Apparently Normal,None Given,To Vehicle in Intersection
11/20/2023,2023-00078705,OK0140200,,W,,LINDSEY,ST,,,,CHAUTAUQUA,AVE,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
11/21/2023,2023-00078731,OK0140200,,W,,STATE HWY 9,HWY,,,,24TH,AVE,SW,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
11/21/2023,2023-00078731,OK0140200,,W,,STATE HWY 9,HWY,,,,24TH,AVE,SW,1,D - Driver,Apparently Normal,None Given,Changed Lanes Unsafely
11/21/2023,2023-00078836,OK0140200,,E,,ROBINSON,ST,,,,12TH,AVE,NE,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
11/21/2023,2023-00078836,OK0140200,,E,,ROBINSON,ST,,,,12TH,AVE,NE,1,D - Driver,Apparently Normal,None Given,Other Distraction Inside
11/21/2023,2023-00078841,OK0140200,,,,W EUFAULA ST / JAMES GARDNER AVE,,,,,,,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
11/21/2023,2023-00078841,OK0140200,,,,W EUFAULA ST / JAMES GARDNER AVE,,,,,,,,1,D - Driver,Apparently Normal,None Given,From Stop Sign
11/21/2023,2023-00078868,OK0140200,,,,PRIVATE PROPERTY / 3651 CLASSEN BLVD,,,,,,,,2,D - Driver,Apparently Normal,Not Applicable,Inattention Other
11/21/2023,2023-00078868,OK0140200,,,,PRIVATE PROPERTY / 3651 CLASSEN BLVD,,,,,,,,1,D - Driver,Apparently Normal,None Given,Inattention Other
11/21/2023,2023-00078888,OK0140200,,,,PRIVATE PROPERTY / 2651 CLASSEN BLVD,,,,,,,,1,D - Driver,Apparently Normal,None Given,Inattention Other
11/21/2023,2023-00078888,OK0140200,,,,PRIVATE PROPERTY / 2651 CLASSEN BLVD,,,,,,,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
11/21/2023,2023-00078901,OK0140200,,E,,ROBINSON,ST,,N,,CRAWFORD,AVE,,1,D - Driver,Unknown,None Given,Inattention Other
11/21/2023,2023-00078901,OK0140200,,E,,ROBINSON,ST,,N,,CRAWFORD,AVE,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
11/21/2023,2023-00078931,OK0140200,,,,PARKSIDE,RD,,,,QUAIL RIDGE,RD,,1,D - Driver,Unknown,None Given,Improper Act Other Unkn
11/21/2023,2023-00078931,OK0140200,,,,PARKSIDE,RD,,,,QUAIL RIDGE,RD,,2,D - Driver,Not Applicable,Not Applicable,No Improper Action by Driver
11/22/2023,2023-00079021,OK0140200,,E,,CEDAR LANE,RD,,,,CLASSEN,BLVD,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
11/22/2023,2023-00079021,OK0140200,,E,,CEDAR LANE,RD,,,,CLASSEN,BLVD,,1,D - Driver,Apparently Normal,None Given,Private Drive
11/22/2023,2023-00079100,OK0140200,,,,36TH,AVE,NW,,,BROOKHOLLOW,RD,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
11/22/2023,2023-00079100,OK0140200,,,,36TH,AVE,NW,,,BROOKHOLLOW,RD,,1,D - Driver,Not Applicable,None Given,Inattention Other
11/22/2023,2023-00079100,OK0140200,,,,36TH,AVE,NW,,,BROOKHOLLOW,RD,,3,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
11/22/2023,2023-00079105,OK0140200,,E,,FRANKLIN,RD,,,,72ND,AVE,NE,1,D - Driver,Unknown,None Given,Improper Act Other Unkn
11/22/2023,2023-00079105,OK0140200,,E,,FRANKLIN,RD,,,,72ND,AVE,NE,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
11/22/2023,2023-00079125,OK0140200,,,,48TH,AVE,NW,W,,INDIAN HILLS,RD,,2,D - Driver,Unknown,None Given,Improper Act Other Unkn
11/22/2023,2023-00079125,OK0140200,,,,48TH,AVE,NW,W,,INDIAN HILLS,RD,,1,D - Driver,Apparently Normal,None Given,Improper Act Other Unkn
11/22/2023,2023-00079125,OK0140200,,,,48TH,AVE,NW,W,,INDIAN HILLS,RD,,3,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
11/23/2023,2023-00079214,OK0140200,,W,,TECUMSEH,RD,,,,WELLSITE,DR,,1,D - Driver,Apparently Normal,None Given,Other Distraction Inside
11/23/2023,2023-00079223,OK0140200,,,,PRIVATE PROPERTY / 3051 CLASSEN BLVD,,,,,,,,1,D - Driver,Apparently Normal,None Given,Incident Report
11/23/2023,2023-00079223,OK0140200,,,,PRIVATE PROPERTY / 3051 CLASSEN BLVD,,,,,,,,2,D - Driver,Apparently Normal,None Given,Incident Report
11/23/2023,2023-00079235,OK0140200,,,,12TH,AVE,NE,,,NEWBURY,DR,,1,D - Driver,Apparently Normal,None Given,Changed Lanes Unsafely
11/23/2023,2023-00079235,OK0140200,,,,12TH,AVE,NE,,,NEWBURY,DR,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
11/24/2023,2023-00079388,OK0140200,,,,DEANS ROW,AVE,,W,,DUFFY,ST,,1,D - Driver,Apparently Normal,None Given,Improper Backing
11/24/2023,2023-00079388,OK0140200,,,,DEANS ROW,AVE,,W,,DUFFY,ST,,2,D - Driver,Not Applicable,None Given,No Improper Action by Driver
11/24/2023,2023-00079390,OK0140200,,E,,MAIN,ST,,N,,JONES,AVE,,1,D - Driver,Apparently Normal,None Given,From Wrong Lane
11/24/2023,2023-00079390,OK0140200,,E,,MAIN,ST,,N,,JONES,AVE,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
11/24/2023,2023-00079391,OK0140200,,,,36TH,AVE,NW,W,,TECUMSEH,RD,,1,D - Driver,Unknown,None Given,Improper Act Other Unkn
11/24/2023,2023-00079391,OK0140200,,,,36TH,AVE,NW,W,,TECUMSEH,RD,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
11/24/2023,2023-00079391,OK0140200,,,,36TH,AVE,NW,W,,TECUMSEH,RD,,3,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
11/24/2023,2023-00079403,OK0140200,,E,,HUGHBERT,ST,,N,,PORTER,AVE,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
11/24/2023,2023-00079403,OK0140200,,E,,HUGHBERT,ST,,N,,PORTER,AVE,,1,D - Driver,Apparently Normal,None Given,From Stop Sign
11/24/2023,2023-00079408,OK0140200,,W,,MAIN,ST,,,,26TH,DR,SW,1,D - Driver,Apparently Normal,None Given,Other Distraction Inside
11/24/2023,2023-00079408,OK0140200,,W,,MAIN,ST,,,,26TH,DR,SW,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
11/24/2023,2023-00079411,OK0140200,,E,,CEDAR LANE,RD,,,,ADDISON,AVE,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
11/24/2023,2023-00079411,OK0140200,,E,,CEDAR LANE,RD,,,,ADDISON,AVE,,1,D - Driver,Apparently Normal,None Given,Changed Lanes Unsafely
11/24/2023,2023-00079453,OK0140200,,S,,PORTER,AVE,,,,ALAMEDA,ST,,1,D - Driver,Dizzy/Faint,Not Applicable,Improper Act Other Unkn
11/24/2023,2023-00079453,OK0140200,,S,,PORTER,AVE,,,,ALAMEDA,ST,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
11/24/2023,2023-00079472,OK0140200,,,,ANN BRANDEN,BLVD,,,,CLASSEN,BLVD,,1,D - Driver,Apparently Normal,None Given,From Stop Sign
11/24/2023,2023-00079472,OK0140200,,,,ANN BRANDEN,BLVD,,,,CLASSEN,BLVD,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
11/24/2023,2023-00079499,OK0140200,,,,24TH,AVE,SW,W,,STATE HWY 9,HWY,,1,D - Driver,Apparently Normal,None Given,Brakes
11/24/2023,2023-00079499,OK0140200,,,,24TH,AVE,SW,W,,STATE HWY 9,HWY,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
11/24/2023,2023-00079499,OK0140200,,,,24TH,AVE,SW,W,,STATE HWY 9,HWY,,3,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
11/24/2023,2023-00079528,OK0140200,,E,,MAIN,ST,,N,,CRAWFORD,AVE,,2,P - Pedestrian,Drinking - Ability Impaired,Not Applicable,Improper Act Other Unkn
11/24/2023,2023-00079528,OK0140200,,E,,MAIN,ST,,N,,CRAWFORD,AVE,,1,D - Driver,Other,None Given,Improper Act Other Unkn
11/25/2023,2023-00079587,OK0140200,120,,,12TH,AVE,NE,,,,,,1,D - Driver,Drinking - Ability Impaired,Test Refused,Alcohol DUI/DWI
11/25/2023,2023-00079629,OK0140200,,,,I35 SB OFF RAMP 114,RAMP,,N,,INTERSTATE,DR,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
11/25/2023,2023-00079629,OK0140200,,,,I35 SB OFF RAMP 114,RAMP,,N,,INTERSTATE,DR,,1,D - Driver,Apparently Normal,None Given,From Stop Sign
11/25/2023,2023-00079720,OK0140200,,N,,FLOOD,AVE,,W,,ACRES,ST,,1,D - Driver,Unknown,None Given,Improper Act Other Unkn
11/25/2023,2023-00079720,OK0140200,,N,,FLOOD,AVE,,W,,ACRES,ST,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
11/26/2023,2023-00079847,OK0140200,,,,HIGH MEADOWS,DR,,,,12TH,AVE,NE,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
11/26/2023,2023-00079847,OK0140200,,,,HIGH MEADOWS,DR,,,,12TH,AVE,NE,1,D - Driver,Apparently Normal,None Given,Human Element
11/26/2023,2023-00079913,OK0140200,2960,,,CLASSEN,BLVD,,,,,,,1,D - Driver,Apparently Normal,None Given,From Signal Light
11/26/2023,2023-00079913,OK0140200,2960,,,CLASSEN,BLVD,,,,,,,2,D - Driver,Apparently Normal,Other,No Improper Action by Driver
11/26/2023,2023-00079920,OK0140200,,E,,MAIN,ST,,S,,CRAWFORD,AVE,,1,D - Driver,Apparently Normal,None Given,Brakes
11/26/2023,2023-00079920,OK0140200,,E,,MAIN,ST,,S,,CRAWFORD,AVE,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
11/26/2023,2023-00079956,OK0140200,,W,,LINDSEY,ST,,S,,BERRY,RD,,1,D - Driver,Apparently Normal,None Given,Human Element
11/26/2023,2023-00079956,OK0140200,,W,,LINDSEY,ST,,S,,BERRY,RD,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
11/26/2023,2023-00079956,OK0140200,,W,,LINDSEY,ST,,S,,BERRY,RD,,3,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
11/26/2023,2023-00079956,OK0140200,,W,,LINDSEY,ST,,S,,BERRY,RD,,4,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
11/26/2023,2023-00079967,OK0140200,,,,12TH,AVE,NE,E,,MAIN,ST,,1,D - Driver,Unknown,None Given,Improper Overtaking Other
11/26/2023,2023-00079967,OK0140200,,,,12TH,AVE,NE,E,,MAIN,ST,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
11/23/2023,2023-00080100,OK0140200,,,,PRIVATE PROPERTY / 911 W MAIN ST,,,,,,,,2,C - Parked Car,Not Applicable,Not Applicable,No Improper Action by Driver
11/23/2023,2023-00080100,OK0140200,,,,PRIVATE PROPERTY / 911 W MAIN ST,,,,,,,,1,D - Driver,Unknown,None Given,Left
11/27/2023,2023-00080160,OK0140200,,,,12TH,AVE,NE,,,ALAMEDA,ST,,1,D - Driver,Apparently Normal,None Given,Private Drive
11/27/2023,2023-00080160,OK0140200,,,,12TH,AVE,NE,,,ALAMEDA,ST,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
11/28/2023,2023-00080388,OK0140200,,,,36TH,AVE,NW,W,,ROCK CREEK,RD,,1,D - Driver,Apparently Normal,None Given,Private Drive
11/28/2023,2023-00080388,OK0140200,,,,36TH,AVE,NW,W,,ROCK CREEK,RD,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
11/28/2023,2023-00080390,OK0140200,,N,,FLOOD,AVE,,W,,TECUMSEH,RD,,1,D - Driver,Apparently Normal,None Given,Fail to Yield Other
11/28/2023,2023-00080390,OK0140200,,N,,FLOOD,AVE,,W,,TECUMSEH,RD,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
11/28/2023,2023-00080431,OK0140200,,,,I35 NB ON RAMP 113,RAMP,,N,,FLOOD,AVE,,1,D - Driver,Apparently Normal,None Given,Changed Lanes Unsafely
11/28/2023,2023-00080431,OK0140200,,,,I35 NB ON RAMP 113,RAMP,,N,,FLOOD,AVE,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
11/28/2023,2023-00080469,OK0140200,,E,,CEDAR LANE,RD,,,,CLASSEN,BLVD,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
11/28/2023,2023-00080469,OK0140200,,E,,CEDAR LANE,RD,,,,CLASSEN,BLVD,,1,D - Driver,Apparently Normal,None Given,Inattention Other
11/28/2023,2023-00080489,OK0140200,,W,,FRANKLIN,RD,,,,12TH,AVE,NW,1,D - Driver,Apparently Normal,None Given,Fail to Yield Other
11/28/2023,2023-00080489,OK0140200,,W,,FRANKLIN,RD,,,,12TH,AVE,NW,2,D - Driver,Apparently Normal,None Given,Fail to Yield Other
11/28/2023,2023-00080521,OK0140200,,,,12TH,AVE,SE,,,EAGLE CLIFF,DR,,1,D - Driver,Apparently Normal,None Given,Headlights
11/28/2023,2023-00080521,OK0140200,,,,12TH,AVE,SE,,,EAGLE CLIFF,DR,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
11/28/2023,2023-00080524,OK0140200,,,,CLASSEN,BLVD,,,,LOIS,ST,,1,D - Driver,Drinking - Ability Impaired,Breath,Alcohol DUI/DWI
11/28/2023,2023-00080524,OK0140200,,,,CLASSEN,BLVD,,,,LOIS,ST,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
11/29/2023,2023-00080584,OK0140200,,,,12TH,AVE,NW,W,,FRANKLIN,RD,,1,D - Driver,Apparently Normal,None Given,Brakes
11/29/2023,2023-00080584,OK0140200,,,,12TH,AVE,NW,W,,FRANKLIN,RD,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
11/29/2023,2023-00080602,OK0140200,,,,WOODLAND OAKS,CT,,,,48TH,AVE,SE,1,D - Driver,Apparently Normal,None Given,Inattention Other
11/29/2023,2023-00080655,OK0140200,,,,12TH,AVE,NE,,,MORREN,DR,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
