FILENUM,INCIDENT_TYPE,INVOLVMENT,SUBJ_TYPE,SUBJ_INC_NUM,AGE,YRS_EMPL,SEX,RACE,Allegations_SOURCE,ALLEGATION_MADE,FINDING,SERVICE_TYPE,UOF_SOURCE,RESISTANCE_TYPE,SUB_ACT_DESC,UOF_EFFECTIVE,SUBJ_INJ,SUBJ_INJ_HOSP
CIF2021-007,Complaint Internal-Formal,Officer,Officer,16071,28,5,Male,White,Employee,"Laws, Rules, and Orders - Violation of federal, state, local or admin laws, rules or regulations",No Misconduct,NA,NA,NA,NA,NA,NA,NA
CIF2021-007,Complaint Internal-Formal,Witness,Officer,16075,48,4,Female,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CIF2021-007,Complaint Internal-Formal,Witness,Officer,16073,60,4,Female,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CIF2021-007,Complaint Internal-Formal,Witness,Officer,16074,33,4,Female,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CIF2021-007,Complaint Internal-Formal,Witness,Officer,16072,29,4,Female,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UF2021-016,Use of force,Complainant,Citizen,4485,45,NA,Male,White,NA,NA,NA,Disturbance,Employee,Active Resister Armed,Active Armed,n/a,No,Yes
UF2021-016,Use of force,Officer,Officer,16081,32,7,Male,White,NA,NA,NA,Disturbance,Employee,Active Resister Armed,OC Use,Yes,No,No
UF2021-016,Use of force,Witness,Officer,16083,58,22,Male,White,NA,NA,NA,Disturbance,Employee,Active Resister Armed,NA,NA,No,No
UF2021-016,Use of force,Witness,Officer,16088,43,16,Male,White,NA,NA,NA,Disturbance,Employee,Active Resister Armed,NA,NA,No,No
UF2021-016,Use of force,Witness,Officer,16086,47,12,Male,White,NA,NA,NA,Disturbance,Employee,Active Resister Armed,NA,NA,No,No
UF2021-016,Use of force,Witness,Officer,16085,32,7,Male,Hispanic,NA,NA,NA,Disturbance,Employee,Active Resister Armed,NA,NA,No,No
UF2021-016,Use of force,Witness,Officer,16087,36,6,Male,White,NA,NA,NA,Disturbance,Employee,Active Resister Armed,NA,NA,No,No
UF2021-016,Use of force,Witness,Officer,16082,38,6,Male,White,NA,NA,NA,Disturbance,Employee,Active Resister Armed,NA,NA,No,No
UF2021-016,Use of force,Witness,Officer,16084,31,5,Male,White,NA,NA,NA,Disturbance,Employee,Active Resister Armed,NA,NA,No,No
UF2021-019,Use of force,Complainant,Citizen,4487,36,NA,Male,White,NA,NA,NA,Fight Call,Employee,Destructive Self/Others,Active Unarmed,n/a,No,No
UF2021-019,Use of force,Officer,Officer,16093,52,10,Male,White,NA,NA,NA,Fight Call,Employee,Destructive Self/Others,OC Use,Yes,No,No
CIF2021-008,Complaint Internal-Formal,Complainant,Officer,16102,43,8,Male,Asian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CIF2021-008,Complaint Internal-Formal,Officer,Officer,16103,55,24,Male,White,Employee,"Conduct - Other conduct contrary to good order, efficiency or morale",Sustained,NA,NA,NA,NA,NA,NA,NA
CIF2021-008,Complaint Internal-Formal,Officer,Officer,16103,55,24,Male,White,Employee,"Conduct - Other conduct contrary to good order, efficiency or morale",Sustained,NA,NA,NA,NA,NA,NA,NA
CIF2021-008,Complaint Internal-Formal,Officer,Officer,16104,54,26,Male,White,Employee,"Conduct - Other conduct contrary to good order, efficiency or morale",Exonerated,NA,NA,NA,NA,NA,NA,NA
CIF2021-008,Complaint Internal-Formal,Officer,Officer,16104,54,26,Male,White,Employee,"Conduct - Other conduct contrary to good order, efficiency or morale",Exonerated,NA,NA,NA,NA,NA,NA,NA
CIF2021-008,Complaint Internal-Formal,Witness,Officer,16206,33,7,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CIF2021-008,Complaint Internal-Formal,Witness,Officer,16205,50,7,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CEI2021-013,Complaint External-Informal,Complainant,Citizen,4491,20,NA,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CEI2021-013,Complaint External-Informal,Officer,Officer,16113,31,3,Male,Black,Citizen Telephone Call,Efficiency - Unsatisfactory work performance,Corrective Action,NA,NA,NA,NA,NA,NA,NA
CEI2021-013,Complaint External-Informal,Officer,Officer,16113,31,3,Male,Black,Citizen Telephone Call,Efficiency - Unsatisfactory work performance,Corrective Action,NA,NA,NA,NA,NA,NA,NA
CEI2021-017,Complaint External-Informal,Complainant,Citizen,4493,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CEI2021-017,Complaint External-Informal,Officer,Officer,16109,55,24,Male,White,Citizen Telephone Call,"Laws, Rules, and Orders - Violation of directive",No Misconduct,NA,NA,NA,NA,NA,NA,NA
CEI2021-017,Complaint External-Informal,Officer,Officer,16109,55,24,Male,White,Citizen Telephone Call,"Laws, Rules, and Orders - Violation of directive",No Misconduct,NA,NA,NA,NA,NA,NA,NA
UF2021-022,Use of force,Complainant,Citizen,4498,36,NA,Male,White,NA,NA,NA,Foot Pursuit,Employee,Active Fleeing,Active Fleeing,n/a,No,Yes
UF2021-022,Use of force,Complainant,Citizen,4498,36,NA,Male,White,NA,NA,NA,Foot Pursuit,Employee,Active Fleeing,Active Fleeing,n/a,No,Yes
UF2021-022,Use of force,Officer,Officer,16134,39,11,Male,White,NA,NA,NA,Foot Pursuit,Employee,Active Fleeing,Taser Use,Yes,No,No
UF2021-022,Use of force,Witness,Officer,16135,31,5,Male,White,NA,NA,NA,Foot Pursuit,Employee,Active Fleeing,NA,NA,No,No
CEF2021-011,Complaint External-Formal,Officer,Officer,16415,30,6,Male,Asian,NA,Relationships - Inappropriate personal or financial relationship as a result of official contact,Exonerated,NA,NA,NA,NA,NA,NA,NA
CEF2021-011,Complaint External-Formal,Officer,Officer,16415,30,6,Male,Asian,NA,Relationships - Inappropriate personal or financial relationship as a result of official contact,Exonerated,NA,NA,NA,NA,NA,NA,NA
CEF2021-011,Complaint External-Formal,Witness,Citizen,4501,24,NA,Female,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CIF2021-009,Complaint Internal-Formal,Complainant,Officer,16144,42,6,Female,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CIF2021-009,Complaint Internal-Formal,Officer,Officer,16146,28,5,Male,White,Employee,Conduct - Discourteous or disrespectful treatment of employee,Non-Sustained,NA,NA,NA,NA,NA,NA,NA
CIF2021-009,Complaint Internal-Formal,Officer,Officer,16146,28,5,Male,White,Employee,Conduct - Discourteous or disrespectful treatment of employee,Non-Sustained,NA,NA,NA,NA,NA,NA,NA
CIF2021-009,Complaint Internal-Formal,Witness,Officer,16318,29,4,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CIF2021-009,Complaint Internal-Formal,Witness,Officer,16317,34,4,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UF2021-021,Use of force,Complainant,Citizen,4502,31,NA,Male,Black,NA,NA,NA,Disturbance,Employee,Active Resister Armed,Active Armed,n/a,Yes,Yes
UF2021-021,Use of force,Complainant,Citizen,4502,31,NA,Male,Black,NA,NA,NA,Disturbance,Employee,Active Resister Armed,Active Fleeing,n/a,Yes,Yes
UF2021-021,Use of force,Officer,Officer,16145,37,11,Female,White,NA,NA,NA,Disturbance,Employee,Active Resister Armed,Compliance Hold,Yes,Yes,No
UF2021-021,Use of force,Officer,Officer,16145,37,11,Female,White,NA,NA,NA,Disturbance,Employee,Active Resister Armed,Firearm Pointing,No,Yes,No
UF2021-021,Use of force,Officer,Officer,16145,37,11,Female,White,NA,NA,NA,Disturbance,Employee,Active Resister Armed,Tackle,Yes,Yes,No
UF2021-021,Use of force,Officer,Officer,16147,34,-1,Male,White,NA,NA,NA,Disturbance,Employee,Active Resister Armed,Compliance Hold,Yes,Yes,No
UF2021-021,Use of force,Officer,Officer,16147,34,-1,Male,White,NA,NA,NA,Disturbance,Employee,Active Resister Armed,Firearm Pointing,No,Yes,No
UF2021-021,Use of force,Officer,Officer,16147,34,-1,Male,White,NA,NA,NA,Disturbance,Employee,Active Resister Armed,Tackle,Yes,Yes,No
UF2021-034,Use of force,Complainant,Citizen,4507,31,NA,Male,White,NA,NA,NA,Disturbance,Employee,Active Resister Unarmed,Active Fleeing,n/a,Yes,Yes
UF2021-034,Use of force,Complainant,Citizen,4507,31,NA,Male,White,NA,NA,NA,Disturbance,Employee,Active Resister Unarmed,Active Fleeing,n/a,Yes,Yes
UF2021-034,Use of force,Complainant,Citizen,4507,31,NA,Male,White,NA,NA,NA,Disturbance,Employee,Active Resister Unarmed,Active Fleeing,n/a,Yes,Yes
UF2021-034,Use of force,Complainant,Citizen,4507,31,NA,Male,White,NA,NA,NA,Disturbance,Employee,Active Resister Unarmed,Active Fleeing,n/a,Yes,Yes
UF2021-034,Use of force,Complainant,Citizen,4507,31,NA,Male,White,NA,NA,NA,Disturbance,Employee,Active Resister Unarmed,Active Unarmed,n/a,Yes,Yes
UF2021-034,Use of force,Complainant,Citizen,4507,31,NA,Male,White,NA,NA,NA,Disturbance,Employee,Active Resister Unarmed,Active Unarmed,n/a,Yes,Yes
UF2021-034,Use of force,Complainant,Citizen,4507,31,NA,Male,White,NA,NA,NA,Disturbance,Employee,Active Resister Unarmed,Active Unarmed,n/a,Yes,Yes
UF2021-034,Use of force,Complainant,Citizen,4507,31,NA,Male,White,NA,NA,NA,Disturbance,Employee,Active Resister Unarmed,Active Unarmed,n/a,Yes,Yes
UF2021-034,Use of force,Officer,Officer,16158,38,4,Male,White,NA,NA,NA,Disturbance,Employee,Active Resister Unarmed,Taser Use,Yes,Yes,No
UF2021-034,Use of force,Officer,Officer,16157,38,3,Male,White,NA,NA,NA,Disturbance,Employee,Active Resister Unarmed,Strike w/ hand-foot-etc.,Yes,Yes,No
UF2021-034,Use of force,Witness,Citizen,4508,55,NA,Male,White,NA,NA,NA,Disturbance,Employee,Active Resister Unarmed,NA,n/a,Yes,Yes
UF2021-023,Use of force,Complainant,Citizen,4510,34,NA,Male,White,NA,NA,NA,Arrest,Employee,Active Fleeing,Active Fleeing,n/a,Yes,Yes
UF2021-023,Use of force,Officer,Officer,16166,28,3,Male,White,NA,NA,NA,Arrest,Employee,Active Fleeing,Compliance Hold,Yes,No,No
UF2021-023,Use of force,Witness,Officer,16168,40,10,Male,White,NA,NA,NA,Arrest,Employee,Active Fleeing,NA,NA,No,No
UF2021-023,Use of force,Witness,Officer,16167,42,5,Female,White,NA,NA,NA,Arrest,Employee,Active Fleeing,NA,NA,No,No
UF2021-024,Use of force,Complainant,Citizen,4511,33,NA,Male,White,NA,NA,NA,Barricaded Person,Employee,Active Resister Armed,Active Armed,n/a,Yes,Yes
UF2021-024,Use of force,Officer,Officer,16169,33,3,Male,White,NA,NA,NA,Barricaded Person,Employee,Active Resister Armed,Bean Bag (Shotgun),Yes,No,No
UF2021-024,Use of force,Witness,Officer,16170,31,5,Male,White,NA,NA,NA,Barricaded Person,Employee,Active Resister Armed,NA,NA,No,No
UF2021-024,Use of force,Witness,Officer,16171,27,5,Male,White,NA,NA,NA,Barricaded Person,Employee,Active Resister Armed,NA,NA,No,No
UF2021-024,Use of force,Witness,Officer,16172,31,3,Male,Black,NA,NA,NA,Barricaded Person,Employee,Active Resister Armed,NA,NA,No,No
UF2021-026,Use of force,Complainant,Citizen,4512,32,NA,Male,Unknown,NA,NA,NA,Protective Custody,Employee,Active Resister Armed,Active Armed,n/a,Yes,No
UF2021-026,Use of force,Complainant,Citizen,4512,32,NA,Male,Unknown,NA,NA,NA,Protective Custody,Employee,Active Resister Armed,Active Armed,n/a,Yes,No
UF2021-026,Use of force,Complainant,Citizen,4512,32,NA,Male,Unknown,NA,NA,NA,Protective Custody,Employee,Active Resister Armed,Active Armed,n/a,Yes,No
UF2021-026,Use of force,Officer,Officer,16194,38,15,Male,White,NA,NA,NA,Protective Custody,Employee,Active Resister Armed,Taser Use,Yes,No,No
UF2021-026,Use of force,Officer,Officer,16195,34,12,Male,White,NA,NA,NA,Protective Custody,Employee,Active Resister Armed,Bean Bag (Shotgun),No,No,No
UF2021-026,Use of force,Officer,Officer,16193,34,12,Male,White,NA,NA,NA,Protective Custody,Employee,Active Resister Armed,Taser Use,Yes,No,No
UF2021-026,Use of force,Witness,Officer,16198,58,19,Male,White,NA,NA,NA,Protective Custody,Employee,Active Resister Armed,NA,NA,No,No
UF2021-026,Use of force,Witness,Officer,16196,37,8,Male,White,NA,NA,NA,Protective Custody,Employee,Active Resister Armed,NA,NA,No,No
UF2021-026,Use of force,Witness,Officer,16197,38,3,Male,White,NA,NA,NA,Protective Custody,Employee,Active Resister Armed,NA,NA,No,No
CIF2021-010,Complaint Internal-Formal,Complainant,Officer,16211,44,12,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CIF2021-010,Complaint Internal-Formal,Officer,Officer,16212,31,3,Male,Black,Employee,Ethics - Failure to abide by the standards of ethical conduct,Non-Sustained,NA,NA,NA,NA,NA,NA,NA
CIF2021-010,Complaint Internal-Formal,Officer,Officer,16212,31,3,Male,Black,Employee,"Unauthorized Access, Disclosure or Use - Disclosing information related to active investigation",Unfounded,NA,NA,NA,NA,NA,NA,NA
CIF2021-010,Complaint Internal-Formal,Officer,Officer,16212,31,3,Male,Black,Employee,Ethics - Failure to abide by the standards of ethical conduct,Non-Sustained,NA,NA,NA,NA,NA,NA,NA
CIF2021-010,Complaint Internal-Formal,Officer,Officer,16212,31,3,Male,Black,Employee,"Unauthorized Access, Disclosure or Use - Disclosing information related to active investigation",Unfounded,NA,NA,NA,NA,NA,NA,NA
CIF2021-010,Complaint Internal-Formal,Witness,Citizen,4514,NA,NA,Female,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CIF2021-010,Complaint Internal-Formal,Witness,Officer,16213,53,24,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CIF2021-010,Complaint Internal-Formal,Witness,Officer,16214,50,12,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CEF2021-016,Complaint External-Formal,Complainant,Citizen,4519,NA,NA,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CEF2021-016,Complaint External-Formal,Officer,Officer,16224,57,29,Male,White,Citizen Telephone Call,"Unauthorized Access, Disclosure or Use - Release of confidential or protected information/items",Exonerated,NA,NA,NA,NA,NA,NA,NA
CEF2021-016,Complaint External-Formal,Officer,Officer,16224,57,29,Male,White,Citizen Telephone Call,"Unauthorized Access, Disclosure or Use - Release of confidential or protected information/items",Exonerated,NA,NA,NA,NA,NA,NA,NA
CEF2021-016,Complaint External-Formal,Officer,Officer,16223,58,29,Male,White,Citizen Telephone Call,"Unauthorized Access, Disclosure or Use - Release of confidential or protected information/items",Exonerated,NA,NA,NA,NA,NA,NA,NA
CEF2021-016,Complaint External-Formal,Officer,Officer,16223,58,29,Male,White,Citizen Telephone Call,"Unauthorized Access, Disclosure or Use - Release of confidential or protected information/items",Exonerated,NA,NA,NA,NA,NA,NA,NA
CEF2021-016,Complaint External-Formal,Witness,Citizen,4520,NA,NA,Female,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CEF2021-016,Complaint External-Formal,Witness,Officer,16226,58,27,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CEF2021-016,Complaint External-Formal,Witness,Officer,16225,33,-2,Female,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UF2021-025,Use of force,Complainant,Citizen,4523,25,NA,Male,Hispanic,NA,NA,NA,Disturbance,Employee,Active Resister Armed,Active Armed,n/a,Yes,Yes
UF2021-025,Use of force,Officer,Officer,16237,38,4,Male,White,NA,NA,NA,Disturbance,Employee,Active Resister Armed,Taser Use,Yes,No,No
UF2021-025,Use of force,Witness,Citizen,4524,27,NA,Male,White,NA,NA,NA,Disturbance,Employee,Active Resister Armed,NA,n/a,Yes,Yes
UF2021-025,Use of force,Witness,Citizen,4525,24,NA,Female,White,NA,NA,NA,Disturbance,Employee,Active Resister Armed,NA,n/a,Yes,Yes
UF2021-025,Use of force,Witness,Officer,16238,45,12,Male,White,NA,NA,NA,Disturbance,Employee,Active Resister Armed,NA,NA,No,No
UF2021-025,Use of force,Witness,Officer,16239,33,7,Male,White,NA,NA,NA,Disturbance,Employee,Active Resister Armed,NA,NA,No,No
CEF2021-012,Complaint External-Formal,Complainant,Citizen,4526,23,NA,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CEF2021-012,Complaint External-Formal,Officer,Officer,16240,41,12,Male,White,Employee,Conduct - Discourteous or disrespectful treatment of public,No Misconduct,NA,NA,NA,NA,NA,NA,NA
CEF2021-012,Complaint External-Formal,Officer,Officer,16240,41,12,Male,White,Employee,Conduct - Discourteous or disrespectful treatment of public,No Misconduct,NA,NA,NA,NA,NA,NA,NA
CEF2021-012,Complaint External-Formal,Officer,Officer,16242,28,5,Male,White,Employee,Conduct - Discourteous or disrespectful treatment of public,No Misconduct,NA,NA,NA,NA,NA,NA,NA
CEF2021-012,Complaint External-Formal,Officer,Officer,16242,28,5,Male,White,Employee,Conduct - Discourteous or disrespectful treatment of public,No Misconduct,NA,NA,NA,NA,NA,NA,NA
CEF2021-012,Complaint External-Formal,Officer,Officer,16241,25,2,Male,White,Employee,Conduct - Discourteous or disrespectful treatment of public,No Misconduct,NA,NA,NA,NA,NA,NA,NA
CEF2021-012,Complaint External-Formal,Officer,Officer,16241,25,2,Male,White,Employee,Conduct - Discourteous or disrespectful treatment of public,No Misconduct,NA,NA,NA,NA,NA,NA,NA
CEF2021-012,Complaint External-Formal,Witness,Citizen,4527,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CEF2021-014,Complaint External-Formal,Complainant,Citizen,4528,49,NA,Male,Native Am,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CEF2021-014,Complaint External-Formal,Officer,Officer,16246,28,2,Male,White,Citizen Letter,"Discrimination, Oppression or Favoritism - Race",No Misconduct,NA,NA,NA,NA,NA,NA,NA
CEF2021-014,Complaint External-Formal,Officer,Officer,16246,28,2,Male,White,Citizen Letter,"Discrimination, Oppression or Favoritism - Race",No Misconduct,NA,NA,NA,NA,NA,NA,NA
UF2021-027,Use of force,Complainant,Citizen,4529,26,NA,Male,White,NA,NA,NA,Protective Custody,Employee,Destructive Self/Others,NA,n/a,No,Yes
UF2021-027,Use of force,Complainant,Citizen,4529,26,NA,Male,White,NA,NA,NA,Protective Custody,Employee,Destructive Self/Others,NA,n/a,No,Yes
UF2021-027,Use of force,Officer,Officer,16247,37,8,Male,White,NA,NA,NA,Protective Custody,Employee,Destructive Self/Others,Taser Use,Yes,No,No
UF2021-027,Use of force,Officer,Officer,16247,37,8,Male,White,NA,NA,NA,Protective Custody,Employee,Destructive Self/Others,Taser Use,Yes,No,No
UF2021-027,Use of force,Witness,Officer,16248,63,23,Male,Amer Ind,NA,NA,NA,Protective Custody,Employee,Destructive Self/Others,NA,NA,No,No
UF2021-030,Use of force,Complainant,Citizen,4530,19,NA,Male,Black,NA,NA,NA,911 call,Employee,Destructive Self/Others,Active Unarmed,n/a,Yes,Yes
UF2021-030,Use of force,Officer,Officer,16260,31,6,Male,White,NA,NA,NA,911 call,Employee,Destructive Self/Others,Strike w/ hand-foot-etc.,Yes,No,No
UF2021-030,Use of force,Witness,Officer,16261,41,6,Female,White,NA,NA,NA,911 call,Employee,Destructive Self/Others,NA,NA,No,No
UF2021-031,Use of force,Complainant,Citizen,4532,18,NA,Male,Unknown,NA,NA,NA,Arrest,Employee,Active Resister Unarmed,Active Unarmed,n/a,Yes,Yes
UF2021-031,Use of force,Officer,Officer,16274,36,12,Male,White,NA,NA,NA,Arrest,Employee,Active Resister Unarmed,Taser Use,No,Yes,Yes
UF2021-031,Use of force,Officer,Officer,16355,34,-1,Male,White,NA,NA,NA,Arrest,Employee,Active Resister Unarmed,Arm Bar Takedown,Yes,Yes,Yes
UF2021-031,Use of force,Witness,Citizen,4533,21,NA,Female,Unknown,NA,NA,NA,Arrest,Employee,Active Resister Unarmed,NA,n/a,Yes,Yes
UF2021-031,Use of force,Witness,Citizen,4534,22,NA,Male,Unknown,NA,NA,NA,Arrest,Employee,Active Resister Unarmed,NA,n/a,Yes,Yes
UF2021-031,Use of force,Witness,Citizen,4535,21,NA,Male,Unknown,NA,NA,NA,Arrest,Employee,Active Resister Unarmed,NA,n/a,Yes,Yes
UF2021-031,Use of force,Witness,Citizen,4536,21,NA,Female,Unknown,NA,NA,NA,Arrest,Employee,Active Resister Unarmed,NA,n/a,Yes,Yes
UF2021-029,Use of force,Complainant,Citizen,4539,56,NA,Male,White,NA,NA,NA,Disturbance,Employee,Passive Non Compliant,Active Fleeing,n/a,Yes,Yes
UF2021-029,Use of force,Complainant,Citizen,4539,56,NA,Male,White,NA,NA,NA,Disturbance,Employee,Passive Non Compliant,Active Fleeing,n/a,Yes,Yes
UF2021-029,Use of force,Complainant,Citizen,4539,56,NA,Male,White,NA,NA,NA,Disturbance,Employee,Passive Non Compliant,Passive Non Compliant,n/a,Yes,Yes
UF2021-029,Use of force,Complainant,Citizen,4539,56,NA,Male,White,NA,NA,NA,Disturbance,Employee,Passive Non Compliant,Passive Non Compliant,n/a,Yes,Yes
UF2021-029,Use of force,Officer,Officer,16281,27,5,Male,White,NA,NA,NA,Disturbance,Employee,Passive Non Compliant,Arm Bar Takedown,Yes,No,No
UF2021-029,Use of force,Officer,Officer,16326,23,2,Male,White,NA,NA,NA,Disturbance,Employee,Passive Non Compliant,Arm Bar Takedown,Yes,No,No
UF2021-039,Use of force,Complainant,Citizen,4540,26,NA,Male,Black,NA,NA,NA,Foot Pursuit,Employee,Active Resister Unarmed,NA,n/a,Yes,Yes
UF2021-039,Use of force,Officer,Officer,16283,34,3,Male,White,NA,NA,NA,Foot Pursuit,Employee,Active Resister Unarmed,Restraint Device,Yes,No,No
UF2021-039,Use of force,Witness,Officer,16286,36,12,Male,White,NA,NA,NA,Foot Pursuit,Employee,Active Resister Unarmed,NA,NA,No,No
UF2021-039,Use of force,Witness,Officer,16285,31,4,Male,White,NA,NA,NA,Foot Pursuit,Employee,Active Resister Unarmed,NA,NA,No,No
UF2021-039,Use of force,Witness,Officer,16284,27,3,Male,White,NA,NA,NA,Foot Pursuit,Employee,Active Resister Unarmed,NA,NA,No,No
UF2021-028,Use of force,Complainant,Citizen,4541,38,NA,Male,White,NA,NA,NA,Suicide Attempt,Employee,Destructive Self/Others,Self-Destructive,n/a,Yes,No
UF2021-028,Use of force,Officer,Officer,16294,40,10,Male,White,NA,NA,NA,Suicide Attempt,Employee,Destructive Self/Others,Tackle,Yes,Yes,No
UF2021-028,Use of force,Witness,Officer,16295,38,13,Female,White,NA,NA,NA,Suicide Attempt,Employee,Destructive Self/Others,NA,NA,Yes,No
UF2021-028,Use of force,Witness,Officer,16296,31,3,Male,White,NA,NA,NA,Suicide Attempt,Employee,Destructive Self/Others,NA,NA,Yes,No
CIF2021-011,Complaint External-Formal,Complainant,Citizen,4542,56,NA,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CIF2021-011,Complaint External-Formal,Officer,Officer,16299,23,2,Male,White,Citizen In-Person,Conduct - Unreasonable or unwarranted use of force,No Misconduct,NA,NA,NA,NA,NA,NA,NA
CIF2021-011,Complaint External-Formal,Officer,Officer,16299,23,2,Male,White,Citizen In-Person,Conduct - Unreasonable or unwarranted use of force,No Misconduct,NA,NA,NA,NA,NA,NA,NA
CIF2021-011,Complaint External-Formal,Witness,Officer,16301,27,5,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CIF2021-011,Complaint External-Formal,Witness,Officer,16300,24,2,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IQ2021-003,Inquiry External--IQE,Complainant,Citizen,4543,55,NA,Female,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IQ2021-003,Inquiry External--IQE,Officer,Officer,16302,60,4,Female,White,Citizen In-Person,Conduct - Discourteous or disrespectful treatment of public,Exceptional,NA,NA,NA,NA,NA,NA,NA
IQ2021-003,Inquiry External--IQE,Officer,Officer,16302,60,4,Female,White,Citizen In-Person,Conduct - Discourteous or disrespectful treatment of public,Exceptional,NA,NA,NA,NA,NA,NA,NA
CEI2021-026,Complaint External-Informal,Complainant,Citizen,4544,55,NA,Female,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CEI2021-026,Complaint External-Informal,Officer,Officer,16303,37,12,Male,White,Citizen In-Person,Conduct - Discourteous or disrespectful treatment of public,Corrective Action,NA,NA,NA,NA,NA,NA,NA
CEI2021-026,Complaint External-Informal,Officer,Officer,16303,37,12,Male,White,Citizen In-Person,Conduct - Discourteous or disrespectful treatment of public,Corrective Action,NA,NA,NA,NA,NA,NA,NA
CEI2021-026,Complaint External-Informal,Witness,Officer,16304,36,12,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CEF2021-013,Complaint External-Formal,Complainant,Citizen,4546,NA,NA,Male,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CEF2021-013,Complaint External-Formal,Officer,Officer,16311,37,0,Female,White,Citizen In-Person,Conduct - Discourteous or disrespectful treatment of public,Exceptional,NA,NA,NA,NA,NA,NA,NA
CEF2021-013,Complaint External-Formal,Officer,Officer,16311,37,0,Female,White,Citizen In-Person,Conduct - Discourteous or disrespectful treatment of public,Exceptional,NA,NA,NA,NA,NA,NA,NA
UF2021-037,Use of force,Complainant,Citizen,4547,29,NA,Male,White,NA,NA,NA,Disturbance,Employee,Active Resister Unarmed,Active Unarmed,n/a,Yes,Yes
UF2021-037,Use of force,Officer,Officer,16315,41,12,Male,White,NA,NA,NA,Disturbance,Employee,Active Resister Unarmed,Arm Bar Takedown,Yes,No,No
UF2021-037,Use of force,Officer,Officer,16314,27,3,Male,White,NA,NA,NA,Disturbance,Employee,Active Resister Unarmed,Arm Bar Takedown,Yes,No,No
CEI2021-016,Complaint External-Informal,Complainant,Citizen,4548,NA,NA,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CEI2021-016,Complaint External-Informal,Officer,Officer,16319,39,10,Male,White,Employee,Conduct - Discourteous or disrespectful treatment of public,No Misconduct,NA,NA,NA,NA,NA,NA,NA
CEI2021-016,Complaint External-Informal,Officer,Officer,16319,39,10,Male,White,Employee,Conduct - Discourteous or disrespectful treatment of public,No Misconduct,NA,NA,NA,NA,NA,NA,NA
CIF2021-012,Complaint Internal-Formal,Complainant,Officer,16338,49,16,Female,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CIF2021-012,Complaint Internal-Formal,Officer,Officer,16339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CIF2021-012,Complaint Internal-Formal,Officer,Officer,16340,33,7,Female,Black,Supervisor,"Laws, Rules, and Orders - Violation of federal, state, local or admin laws, rules or regulations",Corrective Action,NA,NA,NA,NA,NA,NA,NA
CIF2021-012,Complaint Internal-Formal,Officer,Officer,16340,33,7,Female,Black,Supervisor,"Laws, Rules, and Orders - Violation of federal, state, local or admin laws, rules or regulations",Corrective Action,NA,NA,NA,NA,NA,NA,NA
CIF2021-012,Complaint Internal-Formal,Witness,Officer,17484,31,0,Female,Mixed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CEI2021-018,Complaint External-Informal,Complainant,Citizen,4550,43,NA,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
