AccidentNumber,AccidentDatetime,UnitNumber,UnitSubjectNumber,Description,Sev_Num
2019-00000453,1/3/2019 0:33,1,1,No Injury,3
2019-00000453,1/3/2019 0:33,1,2,No Injury,3
2019-00000453,1/3/2019 0:33,2,1,No Injury,3
2019-00000453,1/3/2019 0:33,2,2,No Injury,3
2019-00000418,1/2/2019 17:32,2,1,Unknown,2
2019-00000418,1/2/2019 17:32,1,1,No Injury,3
2019-00000418,1/2/2019 17:32,3,1,No Injury,3
2019-00000418,1/2/2019 17:32,3,2,Possible,4
2019-00000590,1/3/2019 19:58,1,1,No Injury,3
2019-00000590,1/3/2019 19:58,2,1,No Injury,3
2019-00000590,1/3/2019 19:58,2,2,No Injury,3
2019-00000844,1/4/2019 21:25,1,1,No Injury,3
2019-00000844,1/4/2019 21:25,1,2,No Injury,3
2019-00000844,1/4/2019 21:25,2,1,No Injury,3
2019-00000897,1/5/2019 2:36,2,1,Not Applicable,1
2019-00000897,1/5/2019 2:36,1,1,No Injury,3
2019-00000980,1/5/2019 11:09,1,1,No Injury,3
2019-00000980,1/5/2019 11:09,2,1,No Injury,3
2019-00000980,1/5/2019 11:09,2,2,No Injury,3
2019-00000980,1/5/2019 11:09,2,3,No Injury,3
2019-00001314,1/6/2019 16:05,2,1,Not Applicable,1
2019-00001314,1/6/2019 16:05,1,1,No Injury,3
2019-00001393,1/6/2019 23:36,2,1,Unknown,2
2019-00001393,1/6/2019 23:36,1,1,No Injury,3
2019-00001393,1/6/2019 23:36,2,2,No Injury,3
2019-00001592,1/7/2019 14:52,1,1,No Injury,3
2019-00001592,1/7/2019 14:52,2,1,No Injury,3
2019-00001594,1/7/2019 15:06,1,1,No Injury,3
2019-00001594,1/7/2019 15:06,1,2,No Injury,3
2019-00001594,1/7/2019 15:06,2,1,No Injury,3
2019-00001594,1/7/2019 15:06,2,2,No Injury,3
2019-00001594,1/7/2019 15:06,2,3,No Injury,3
2019-00001603,1/7/2019 15:15,1,1,No Injury,3
2019-00001603,1/7/2019 15:15,2,1,No Injury,3
2019-00001610,1/7/2019 15:43,1,1,No Injury,3
2019-00001610,1/7/2019 15:43,2,1,No Injury,3
2019-00001816,1/8/2019 11:05,1,1,No Injury,3
2019-00001816,1/8/2019 11:05,2,1,No Injury,3
2019-00001645,1/7/2019 18:16,1,1,No Injury,3
2019-00001645,1/7/2019 18:16,2,1,Non-Incapacitating,5
2019-00001600,1/7/2019 15:15,1,1,Unknown,2
2019-00001768,1/8/2019 8:31,2,1,No Injury,3
2019-00001768,1/8/2019 8:31,1,1,Possible,4
2019-00002065,1/9/2019 8:13,2,1,Not Applicable,1
2019-00002065,1/9/2019 8:13,1,1,No Injury,3
2019-00001818,1/8/2019 11:29,1,1,No Injury,3
2019-00001818,1/8/2019 11:29,1,2,No Injury,3
2019-00001818,1/8/2019 11:29,2,1,No Injury,3
2019-00001830,1/8/2019 12:20,1,1,No Injury,3
2019-00001830,1/8/2019 12:20,2,1,No Injury,3
2019-00001851,1/8/2019 13:38,1,1,No Injury,3
2019-00001851,1/8/2019 13:38,2,1,No Injury,3
2019-00001851,1/8/2019 13:38,2,2,No Injury,3
2019-00002130,1/9/2019 12:19,1,1,No Injury,3
2019-00002130,1/9/2019 12:19,2,1,No Injury,3
2019-00002216,1/9/2019 15:58,1,1,No Injury,3
2019-00002216,1/9/2019 15:58,1,2,No Injury,3
2019-00002216,1/9/2019 15:58,1,3,No Injury,3
2019-00002216,1/9/2019 15:58,1,4,No Injury,3
2019-00002216,1/9/2019 15:58,2,1,No Injury,3
2019-00002336,1/10/2019 0:53,1,1,Possible,4
2019-00002568,1/10/2019 19:38,1,1,No Injury,3
2019-00002568,1/10/2019 19:38,2,1,Possible,4
2019-00002568,1/10/2019 19:38,2,2,Possible,4
2019-00000553,1/3/2019 14:14,2,1,Not Applicable,1
2019-00000553,1/3/2019 14:14,1,1,Unknown,2
2019-00000783,1/4/2019 17:54,1,1,Unknown,2
2019-00000783,1/4/2019 17:54,2,1,No Injury,3
2019-00000783,1/4/2019 17:54,3,1,Possible,4
2019-00001364,1/6/2019 20:22,1,1,No Injury,3
2019-00001364,1/6/2019 20:22,2,1,No Injury,3
2019-00001859,1/8/2019 13:52,1,1,Unknown,2
2019-00001859,1/8/2019 13:52,2,1,Non-Incapacitating,5
2019-00002203,1/9/2019 15:13,1,1,No Injury,3
2019-00002203,1/9/2019 15:13,2,1,No Injury,3
2019-00002438,1/10/2019 11:15,1,1,No Injury,3
2019-00002438,1/10/2019 11:15,2,1,No Injury,3
2019-00002521,1/10/2019 16:16,2,1,Not Applicable,1
2019-00002521,1/10/2019 16:16,1,1,No Injury,3
2019-00002534,1/10/2019 16:22,1,1,No Injury,3
2019-00002534,1/10/2019 16:22,2,1,No Injury,3
2019-00002534,1/10/2019 16:22,2,2,No Injury,3
2019-00002687,1/11/2019 8:27,1,1,No Injury,3
2019-00002687,1/11/2019 8:27,1,2,No Injury,3
2019-00002687,1/11/2019 8:27,1,3,No Injury,3
2019-00002687,1/11/2019 8:27,2,1,No Injury,3
2019-00002709,1/11/2019 9:45,1,1,No Injury,3
2019-00002709,1/11/2019 9:45,2,1,No Injury,3
2019-00002745,1/11/2019 13:38,1,1,No Injury,3
2019-00002748,1/11/2019 14:19,1,1,No Injury,3
2019-00002748,1/11/2019 14:19,2,1,No Injury,3
2019-00002748,1/11/2019 14:19,2,2,No Injury,3
2019-00002775,1/11/2019 15:10,1,1,No Injury,3
2019-00002775,1/11/2019 15:10,2,1,No Injury,3
2019-00002775,1/11/2019 15:10,2,2,No Injury,3
2019-00002809,1/11/2019 17:51,1,1,No Injury,3
2019-00002809,1/11/2019 17:51,2,1,No Injury,3
2019-00002809,1/11/2019 17:51,2,4,No Injury,3
2019-00002809,1/11/2019 17:51,2,2,Possible,4
2019-00002809,1/11/2019 17:51,2,3,Possible,4
2019-00002879,1/12/2019 3:42,1,1,No Injury,3
2019-00003010,1/12/2019 15:02,1,1,No Injury,3
2019-00003010,1/12/2019 15:02,1,2,No Injury,3
2019-00003010,1/12/2019 15:02,2,1,No Injury,3
2019-00003035,1/12/2019 17:49,1,1,Unknown,2
2019-00003035,1/12/2019 17:49,2,1,No Injury,3
2019-00003174,1/13/2019 10:32,1,1,Possible,4
2019-00003174,1/13/2019 10:32,1,2,Possible,4
2019-00003174,1/13/2019 10:32,2,1,Non-Incapacitating,5
2019-00003174,1/13/2019 10:32,2,2,Non-Incapacitating,5
2019-00003205,1/13/2019 13:47,1,1,No Injury,3
2019-00003205,1/13/2019 13:47,2,1,No Injury,3
2019-00003205,1/13/2019 13:47,2,2,No Injury,3
2019-00001017,1/5/2019 13:11,1,1,No Injury,3
2019-00001017,1/5/2019 13:11,1,2,No Injury,3
2019-00001017,1/5/2019 13:11,1,3,No Injury,3
2019-00001017,1/5/2019 13:11,2,1,No Injury,3
2019-00001017,1/5/2019 13:11,2,2,No Injury,3
2019-00001017,1/5/2019 13:11,2,3,No Injury,3
2019-00001762,1/8/2019 8:04,1,1,No Injury,3
2019-00001762,1/8/2019 8:04,1,2,No Injury,3
2019-00001762,1/8/2019 8:04,2,1,No Injury,3
2019-00001762,1/8/2019 8:04,2,2,No Injury,3
2019-00003009,1/12/2019 14:59,1,1,No Injury,3
2019-00003009,1/12/2019 14:59,2,1,No Injury,3
2019-00003212,1/13/2019 14:07,1,1,No Injury,3
2019-00003212,1/13/2019 14:07,2,1,No Injury,3
2019-00003311,1/13/2019 21:43,1,1,No Injury,3
2019-00003311,1/13/2019 21:43,2,1,No Injury,3
2019-00003311,1/13/2019 21:43,2,2,No Injury,3
2019-00003370,1/14/2019 7:45,1,1,No Injury,3
2019-00003721,1/15/2019 7:30,2,1,Not Applicable,1
2019-00003721,1/15/2019 7:30,1,1,Unknown,2
2019-00003660,1/15/2019 7:11,1,1,No Injury,3
2019-00003660,1/15/2019 7:11,2,1,No Injury,3
2019-00003660,1/15/2019 7:11,2,2,No Injury,3
2019-00003660,1/15/2019 7:11,2,3,No Injury,3
2019-00003774,1/15/2019 13:59,1,1,No Injury,3
2019-00003774,1/15/2019 13:59,2,1,No Injury,3
2019-00003815,1/15/2019 15:39,1,1,Non-Incapacitating,5
2019-00003815,1/15/2019 15:39,2,1,Non-Incapacitating,5
2019-00002776,1/11/2019 15:34,1,1,No Injury,3
2019-00002776,1/11/2019 15:34,2,1,No Injury,3
2019-00002776,1/11/2019 15:34,3,1,No Injury,3
2019-00003970,1/16/2019 8:11,1,1,No Injury,3
2019-00003970,1/16/2019 8:11,2,1,No Injury,3
2019-00004145,1/16/2019 20:19,1,1,No Injury,3
2019-00004145,1/16/2019 20:19,2,1,No Injury,3
2019-00004195,1/17/2019 1:21,2,1,Not Applicable,1
2019-00004195,1/17/2019 1:21,1,1,No Injury,3
2019-00004195,1/17/2019 1:21,1,2,No Injury,3
2019-00004195,1/17/2019 1:21,1,3,No Injury,3
2019-00003756,1/15/2019 13:02,1,1,No Injury,3
2019-00003756,1/15/2019 13:02,2,1,No Injury,3
2019-00003773,1/15/2019 13:49,1,1,No Injury,3
2019-00003773,1/15/2019 13:49,2,1,No Injury,3
2019-00003849,1/15/2019 18:06,3,1,Unknown,2
2019-00003849,1/15/2019 18:06,2,1,No Injury,3
2019-00003849,1/15/2019 18:06,1,1,Possible,4
2019-00002818,1/11/2019 19:24,1,1,No Injury,3
2019-00002818,1/11/2019 19:24,2,1,No Injury,3
2019-00002818,1/11/2019 19:24,2,2,No Injury,3
2019-00002858,1/12/2019 23:38,1,1,No Injury,3
2019-00002858,1/12/2019 23:38,1,2,No Injury,3
2019-00002858,1/12/2019 23:38,2,1,No Injury,3
2019-00002858,1/12/2019 23:38,2,2,No Injury,3
2019-00004132,1/16/2019 18:39,1,1,No Injury,3
2019-00004132,1/16/2019 18:39,2,1,Possible,4
2019-00004238,1/17/2019 7:55,1,1,No Injury,3
2019-00004238,1/17/2019 7:55,2,1,No Injury,3
2019-00004319,1/17/2019 12:32,1,1,No Injury,3
2019-00004319,1/17/2019 12:32,1,2,No Injury,3
2019-00004319,1/17/2019 12:32,1,3,No Injury,3
2019-00004319,1/17/2019 12:32,2,1,No Injury,3
2019-00004400,1/17/2019 16:09,1,1,No Injury,3
2019-00004400,1/17/2019 16:09,2,1,No Injury,3
2019-00004400,1/17/2019 16:09,2,2,No Injury,3
2019-00004400,1/17/2019 16:09,2,3,No Injury,3
2019-00004708,1/18/2019 15:20,1,1,No Injury,3
2019-00004708,1/18/2019 15:20,2,1,No Injury,3
2019-00004710,1/18/2019 19:02,1,1,No Injury,3
2019-00003993,1/16/2019 10:33,2,1,Possible,4
2019-00003993,1/16/2019 10:33,1,1,Non-Incapacitating,5
2019-00003747,1/15/2019 12:22,1,1,No Injury,3
2019-00003747,1/15/2019 12:22,1,2,No Injury,3
2019-00003747,1/15/2019 12:22,1,3,No Injury,3
2019-00003747,1/15/2019 12:22,2,1,No Injury,3
2019-00003747,1/15/2019 12:22,2,2,No Injury,3
2019-00004346,1/17/2019 13:43,1,1,No Injury,3
2019-00004346,1/17/2019 13:43,2,1,No Injury,3
2019-00004346,1/17/2019 13:43,2,2,No Injury,3
2019-00004437,1/17/2019 18:34,1,1,No Injury,3
2019-00004437,1/17/2019 18:34,1,2,No Injury,3
2019-00004437,1/17/2019 18:34,2,1,No Injury,3
2019-00004668,1/18/2019 14:04,1,1,No Injury,3
2019-00004668,1/18/2019 14:04,2,2,No Injury,3
2019-00004668,1/18/2019 14:04,2,1,Possible,4
2019-00004971,1/19/2019 13:43,1,1,No Injury,3
2019-00004971,1/19/2019 13:43,2,1,No Injury,3
2019-00005046,1/19/2019 18:27,1,1,No Injury,3
2019-00006007,1/23/2019 13:46,2,1,Not Applicable,1
2019-00006007,1/23/2019 13:46,1,1,No Injury,3
2019-00005512,1/21/2019 16:47,1,1,Unknown,2
2019-00005512,1/21/2019 16:47,2,1,No Injury,3
2019-00005532,1/21/2019 18:13,1,1,No Injury,3
2019-00005532,1/21/2019 18:13,2,1,No Injury,3
2019-00005647,1/22/2019 7:33,1,1,No Injury,3
2019-00005647,1/22/2019 7:33,2,1,No Injury,3
2019-00005689,1/22/2019 10:37,1,1,No Injury,3
2019-00005689,1/22/2019 10:37,2,1,No Injury,3
2019-00005773,1/21/2019 15:51,2,1,No Injury,3
2019-00005773,1/21/2019 15:51,1,1,Possible,4
2019-00005773,1/21/2019 15:51,2,2,Non-Incapacitating,5
2019-00005779,1/22/2019 16:26,1,1,No Injury,3
2019-00005779,1/22/2019 16:26,4,1,No Injury,3
2019-00005779,1/22/2019 16:26,3,1,Possible,4
2019-00005779,1/22/2019 16:26,2,1,Non-Incapacitating,5
2019-00005817,1/22/2019 19:17,1,1,No Injury,3
2019-00005817,1/22/2019 19:17,2,1,No Injury,3
2019-00005925,1/23/2019 8:02,1,1,No Injury,3
2019-00005925,1/23/2019 8:02,2,1,No Injury,3
2019-00005925,1/23/2019 8:02,2,2,No Injury,3
2019-00005925,1/23/2019 8:02,2,3,No Injury,3
2019-00006052,1/23/2019 16:22,1,1,No Injury,3
2019-00006052,1/23/2019 16:22,1,2,No Injury,3
2019-00006052,1/23/2019 16:22,2,1,No Injury,3
2019-00005869,1/22/2019 23:09,1,1,Incapacitating,6
2019-00005969,1/23/2019 10:41,1,1,No Injury,3
2019-00005969,1/23/2019 10:41,2,1,No Injury,3
2019-00006063,1/23/2019 17:00,1,1,No Injury,3
2019-00006063,1/23/2019 17:00,2,1,No Injury,3
2019-00006069,1/23/2019 17:34,1,1,No Injury,3
2019-00006069,1/23/2019 17:34,2,1,No Injury,3
2019-00006168,1/24/2019 7:17,2,1,Not Applicable,1
2019-00006168,1/24/2019 7:17,1,1,Non-Incapacitating,5
2019-00006203,1/24/2019 9:17,1,1,No Injury,3
2019-00006203,1/24/2019 9:17,2,1,Non-Incapacitating,5
2019-00006235,1/24/2019 10:59,1,1,No Injury,3
2019-00006235,1/24/2019 10:59,2,1,No Injury,3
2019-00006524,1/25/2019 9:55,1,1,No Injury,3
2019-00006524,1/25/2019 9:55,2,1,Possible,4
2019-00006539,1/25/2019 10:45,1,1,No Injury,3
2019-00006539,1/25/2019 10:45,2,1,No Injury,3
2019-00006546,1/25/2019 11:57,1,1,No Injury,3
2019-00006546,1/25/2019 11:57,2,1,No Injury,3
2019-00006617,1/25/2019 15:10,1,1,Unknown,2
2019-00006648,1/25/2019 17:09,1,1,No Injury,3
2019-00006648,1/25/2019 17:09,2,1,No Injury,3
2019-00006659,1/25/2019 17:09,1,1,No Injury,3
2019-00006659,1/25/2019 17:09,1,2,No Injury,3
2019-00006659,1/25/2019 17:09,1,3,No Injury,3
2019-00006659,1/25/2019 17:09,1,4,No Injury,3
2019-00006659,1/25/2019 17:09,2,1,No Injury,3
2019-00006315,1/24/2019 14:20,1,1,No Injury,3
2019-00006295,1/24/2019 14:36,1,1,No Injury,3
2019-00006295,1/24/2019 14:36,2,1,No Injury,3
2019-00006375,1/24/2019 20:06,1,1,No Injury,3
2019-00006375,1/24/2019 20:06,2,1,No Injury,3
2019-00006375,1/24/2019 20:06,2,2,No Injury,3
2019-00006375,1/24/2019 20:06,3,1,No Injury,3
2019-00006489,1/25/2019 7:55,1,1,No Injury,3
2019-00006489,1/25/2019 7:55,2,1,No Injury,3
2019-00006910,1/26/2019 15:20,1,1,No Injury,3
2019-00006910,1/26/2019 15:20,2,1,No Injury,3
2019-00006932,1/26/2019 16:40,1,1,Unknown,2
2019-00006932,1/26/2019 16:40,2,1,No Injury,3
2019-00005739,1/22/2019 13:34,1,1,No Injury,3
2019-00005739,1/22/2019 13:34,2,1,No Injury,3
2019-00005739,1/22/2019 13:34,3,1,No Injury,3
2019-00006600,1/25/2019 14:28,1,1,No Injury,3
2019-00006600,1/25/2019 14:28,1,2,No Injury,3
2019-00006600,1/25/2019 14:28,2,1,No Injury,3
2019-00006967,1/26/2019 19:44,1,1,No Injury,3
2019-00006967,1/26/2019 19:44,2,1,Possible,4
2019-00007027,1/27/2019 0:16,2,1,Not Applicable,1
2019-00007027,1/27/2019 0:16,1,1,Possible,4
2019-00004676,1/18/2019 14:23,1,1,No Injury,3
2019-00004676,1/18/2019 14:23,2,1,No Injury,3
2019-00005733,1/22/2019 13:04,1,1,No Injury,3
2019-00005733,1/22/2019 13:04,1,2,No Injury,3
2019-00005733,1/22/2019 13:04,2,1,No Injury,3
2019-00005733,1/22/2019 13:04,2,2,No Injury,3
2019-00007456,1/28/2019 12:45,1,1,Unknown,2
2019-00007456,1/28/2019 12:45,1,2,Unknown,2
2019-00007456,1/28/2019 12:45,2,1,No Injury,3
2019-00007476,1/28/2019 16:04,1,1,No Injury,3
2019-00007476,1/28/2019 16:04,1,2,No Injury,3
2019-00007476,1/28/2019 16:04,1,3,No Injury,3
2019-00007476,1/28/2019 16:04,2,1,No Injury,3
2019-00008055,1/30/2019 19:04,1,1,No Injury,3
2019-00008055,1/30/2019 19:04,1,2,No Injury,3
2019-00008055,1/30/2019 19:04,1,3,No Injury,3
2019-00008055,1/30/2019 19:04,1,4,No Injury,3
2019-00008055,1/30/2019 19:04,2,1,No Injury,3
2019-00007511,1/28/2019 17:49,1,1,No Injury,3
2019-00007511,1/28/2019 17:49,2,1,No Injury,3
2019-00007535,1/28/2019 19:15,1,1,No Injury,3
2019-00007535,1/28/2019 19:15,2,1,No Injury,3
2019-00007625,1/29/2019 8:33,1,1,No Injury,3
2019-00007625,1/29/2019 8:33,2,1,No Injury,3
2019-00008030,1/30/2019 17:21,1,1,No Injury,3
2019-00008030,1/30/2019 17:21,2,1,No Injury,3
2019-00001870,1/8/2019 14:20,2,1,Not Applicable,1
2019-00001870,1/8/2019 14:20,1,1,No Injury,3
2019-00001902,1/8/2019 16:02,1,1,No Injury,3
2019-00007619,1/29/2019 8:09,1,1,No Injury,3
2019-00007619,1/29/2019 8:09,2,1,No Injury,3
2019-00007882,1/30/2019 8:29,1,1,No Injury,3
2019-00007882,1/30/2019 8:29,2,1,No Injury,3
2019-00007761,1/29/2019 17:13,1,1,No Injury,3
2019-00007761,1/29/2019 17:13,1,2,No Injury,3
2019-00007761,1/29/2019 17:13,2,1,No Injury,3
2019-00007761,1/29/2019 17:13,2,2,No Injury,3
2019-00008020,1/30/2019 16:40,4,1,No Injury,3
2019-00008020,1/30/2019 16:40,5,1,No Injury,3
2019-00008020,1/30/2019 16:40,2,1,Possible,4
2019-00008020,1/30/2019 16:40,2,2,Possible,4
2019-00008020,1/30/2019 16:40,2,3,Possible,4
2019-00008020,1/30/2019 16:40,1,1,Non-Incapacitating,5
2019-00008020,1/30/2019 16:40,3,1,Incapacitating,6
2019-00008042,1/30/2019 18:14,3,1,Unknown,2
2019-00008042,1/30/2019 18:14,1,1,No Injury,3
2019-00008042,1/30/2019 18:14,2,1,Possible,4
2019-00008042,1/30/2019 18:14,2,2,Possible,4
2019-00008042,1/30/2019 18:14,2,3,Possible,4
2019-00006277,1/24/2019 14:04,1,1,No Injury,3
2019-00006277,1/24/2019 14:04,2,1,No Injury,3
2019-00006277,1/24/2019 14:04,2,2,No Injury,3
2019-00006277,1/24/2019 14:04,3,1,No Injury,3
2019-00008344,1/31/2019 18:31,1,1,No Injury,3
2019-00008344,1/31/2019 18:31,2,1,No Injury,3
2019-00008344,1/31/2019 18:31,2,3,No Injury,3
2019-00008344,1/31/2019 18:31,2,4,No Injury,3
2019-00008344,1/31/2019 18:31,2,6,No Injury,3
2019-00008344,1/31/2019 18:31,2,7,No Injury,3
2019-00008344,1/31/2019 18:31,2,2,Non-Incapacitating,5
2019-00008344,1/31/2019 18:31,2,5,Non-Incapacitating,5
2019-00008355,1/31/2019 18:58,1,1,No Injury,3
2019-00008355,1/31/2019 18:58,2,1,No Injury,3
2019-00007527,1/28/2019 18:36,1,1,No Injury,3
2019-00007527,1/28/2019 18:36,1,2,No Injury,3
2019-00007527,1/28/2019 18:36,2,1,No Injury,3
2019-00006081,1/23/2019 18:28,1,1,No Injury,3
2019-00006081,1/23/2019 18:28,2,1,No Injury,3
2019-00003590,1/14/2019 20:47,3,1,Unknown,2
2019-00003590,1/14/2019 20:47,1,1,No Injury,3
2019-00003590,1/14/2019 20:47,2,1,No Injury,3
2019-00008065,1/30/2019 19:50,2,1,Not Applicable,1
2019-00008065,1/30/2019 19:50,1,1,No Injury,3
2019-00001739,1/8/2019 7:03,1,1,Not Applicable,1
2019-00001739,1/8/2019 7:03,2,1,No Injury,3
2019-00008040,1/30/2019 18:04,1,1,No Injury,3
2019-00008040,1/30/2019 18:04,2,1,No Injury,3
2019-00007759,1/29/2019 16:54,1,1,No Injury,3
2019-00007759,1/29/2019 16:54,1,2,No Injury,3
2019-00007759,1/29/2019 16:54,2,1,No Injury,3
2019-00004013,1/16/2019 12:50,1,1,No Injury,3
2019-00004013,1/16/2019 12:50,2,1,No Injury,3
2019-00007621,1/29/2019 8:14,1,1,No Injury,3
2019-00007621,1/29/2019 8:14,1,2,No Injury,3
2019-00007621,1/29/2019 8:14,2,1,No Injury,3
2019-00007621,1/29/2019 8:14,2,2,No Injury,3
2019-00008343,1/31/2019 18:20,1,1,No Injury,3
2019-00008343,1/31/2019 18:20,2,1,No Injury,3
2019-00008194,1/31/2019 10:21,2,1,Not Applicable,1
2019-00008194,1/31/2019 10:21,1,1,No Injury,3
2019-00007608,1/29/2019 7:29,1,1,Unknown,2
2019-00007608,1/29/2019 7:29,2,1,No Injury,3
2019-00007608,1/29/2019 7:29,2,2,No Injury,3
2019-00007608,1/29/2019 7:29,3,1,Possible,4
2019-00001895,1/8/2019 15:38,1,1,No Injury,3
2019-00000416,1/2/2019 17:31,2,1,Not Applicable,1
2019-00000416,1/2/2019 17:31,1,1,No Injury,3
2019-00000416,1/2/2019 17:31,1,2,No Injury,3
2019-00000416,1/2/2019 17:31,1,3,No Injury,3
2019-00000416,1/2/2019 17:31,1,4,No Injury,3
2019-00004795,1/18/2019 21:06,2,3,Not Applicable,1
2019-00004795,1/18/2019 21:06,2,1,No Injury,3
2019-00004795,1/18/2019 21:06,2,2,No Injury,3
2019-00004795,1/18/2019 21:06,1,1,Fatal,7
2020-00000241,1/2/2020 7:32,1,1,No Injury,3
2020-00000241,1/2/2020 7:32,1,2,No Injury,3
2020-00000241,1/2/2020 7:32,2,1,No Injury,3
2020-00000241,1/2/2020 7:32,2,2,No Injury,3
2020-00000320,1/2/2020 12:29,1,1,No Injury,3
2020-00000320,1/2/2020 12:29,2,1,No Injury,3
2020-00000339,1/2/2020 13:21,1,1,No Injury,3
2020-00000339,1/2/2020 13:21,2,1,No Injury,3
2020-00000412,1/2/2020 17:13,1,1,No Injury,3
2020-00000412,1/2/2020 17:13,1,2,No Injury,3
2020-00000412,1/2/2020 17:13,1,3,No Injury,3
2020-00000412,1/2/2020 17:13,2,1,No Injury,3
2020-00000304,1/2/2020 11:09,2,1,No Injury,3
2020-00000304,1/2/2020 11:09,1,1,Non-Incapacitating,5
2020-00000128,1/1/2020 15:50,1,1,No Injury,3
2020-00000128,1/1/2020 15:50,1,2,No Injury,3
2020-00000128,1/1/2020 15:50,1,3,No Injury,3
2020-00000128,1/1/2020 15:50,1,4,No Injury,3
2020-00000128,1/1/2020 15:50,2,1,No Injury,3
2020-00000760,1/3/2020 23:10,1,1,No Injury,3
2020-00000760,1/3/2020 23:10,2,1,Possible,4
2020-00000168,1/1/2020 19:20,1,1,Possible,4
2020-00000168,1/1/2020 19:20,2,1,Possible,4
2020-00000168,1/1/2020 19:20,2,2,Possible,4
2020-00000168,1/1/2020 19:20,2,3,Possible,4
2020-00000168,1/1/2020 19:20,2,4,Possible,4
2020-00000168,1/1/2020 19:20,2,5,Possible,4
2020-00000168,1/1/2020 19:20,2,6,Possible,4
2020-00001007,1/4/2020 22:50,1,1,No Injury,3
2020-00001416,1/6/2020 13:03,1,1,No Injury,3
2020-00001416,1/6/2020 13:03,1,2,No Injury,3
2020-00001416,1/6/2020 13:03,2,1,No Injury,3
2020-00001416,1/6/2020 13:03,2,2,No Injury,3
2020-00001416,1/6/2020 13:03,2,3,No Injury,3
2020-00001416,1/6/2020 13:03,2,4,Possible,4
2020-00000123,1/1/2020 15:25,1,1,No Injury,3
2020-00001428,1/6/2020 13:43,1,1,No Injury,3
2020-00001428,1/6/2020 13:43,1,2,No Injury,3
2020-00001428,1/6/2020 13:43,1,3,No Injury,3
2020-00001428,1/6/2020 13:43,1,4,No Injury,3
2020-00001428,1/6/2020 13:43,2,1,No Injury,3
2020-00001428,1/6/2020 13:43,2,2,No Injury,3
2020-00001428,1/6/2020 13:43,2,3,No Injury,3
2020-00001436,1/6/2020 14:05,1,1,No Injury,3
2020-00001436,1/6/2020 14:05,2,1,No Injury,3
2020-00001617,1/7/2020 8:43,1,1,No Injury,3
2020-00001617,1/7/2020 8:43,2,1,No Injury,3
2020-00001772,1/7/2020 19:13,1,1,No Injury,3
2020-00001772,1/7/2020 19:13,2,1,Possible,4
2020-00001757,1/7/2020 18:20,1,1,No Injury,3
2020-00001757,1/7/2020 18:20,2,1,No Injury,3
2020-00000895,1/4/2020 13:57,1,1,No Injury,3
2020-00000895,1/4/2020 13:57,1,2,No Injury,3
2020-00000895,1/4/2020 13:57,1,3,No Injury,3
2020-00000895,1/4/2020 13:57,2,1,No Injury,3
2020-00001476,1/6/2020 16:36,1,1,No Injury,3
2020-00001395,1/6/2020 11:47,1,1,Non-Incapacitating,5
2020-00001395,1/6/2020 11:47,2,1,Non-Incapacitating,5
2020-00000556,1/3/2020 9:01,1,1,No Injury,3
2020-00000556,1/3/2020 9:01,1,2,No Injury,3
2020-00000556,1/3/2020 9:01,2,2,No Injury,3
2020-00000556,1/3/2020 9:01,2,1,Possible,4
2020-00000723,1/3/2020 19:48,1,1,No Injury,3
2020-00000723,1/3/2020 19:48,1,2,No Injury,3
2020-00000723,1/3/2020 19:48,2,1,No Injury,3
2020-00000723,1/3/2020 19:48,2,2,No Injury,3
2020-00000702,1/3/2020 18:18,1,2,No Injury,3
2020-00000702,1/3/2020 18:18,1,3,No Injury,3
2020-00000702,1/3/2020 18:18,1,4,No Injury,3
2020-00000702,1/3/2020 18:18,2,1,No Injury,3
2020-00000702,1/3/2020 18:18,1,1,Possible,4
2020-00001928,1/8/2020 11:42,2,1,Unknown,2
2020-00001928,1/8/2020 11:42,1,1,Non-Incapacitating,5
2020-00002057,1/8/2020 18:03,1,1,No Injury,3
2020-00002057,1/8/2020 18:03,2,1,No Injury,3
2020-00001967,1/8/2020 13:29,1,1,No Injury,3
2020-00001967,1/8/2020 13:29,2,1,Possible,4
2020-00001967,1/8/2020 13:29,2,2,Possible,4
2020-00002248,1/9/2020 12:46,1,1,No Injury,3
2020-00002248,1/9/2020 12:46,2,1,No Injury,3
2020-00002159,1/9/2020 6:43,1,1,No Injury,3
2020-00002159,1/9/2020 6:43,2,1,No Injury,3
2020-00002454,1/10/2020 2:50,1,1,No Injury,3
2020-00002454,1/10/2020 2:50,1,2,No Injury,3
2020-00001745,1/7/2020 17:19,2,1,No Injury,3
2020-00001745,1/7/2020 17:19,1,1,Non-Incapacitating,5
2020-00000672,1/3/2020 16:08,1,1,No Injury,3
2020-00000672,1/3/2020 16:08,2,1,No Injury,3
2020-00000672,1/3/2020 16:08,2,2,No Injury,3
2020-00000696,1/3/2020 18:06,1,1,No Injury,3
2020-00000696,1/3/2020 18:06,1,2,No Injury,3
2020-00000696,1/3/2020 18:06,2,1,No Injury,3
2020-00000919,1/4/2020 15:40,2,1,No Injury,3
2020-00000919,1/4/2020 15:40,3,2,Possible,4
2020-00000919,1/4/2020 15:40,1,1,Non-Incapacitating,5
2020-00000919,1/4/2020 15:40,3,1,Non-Incapacitating,5
2020-00001475,1/6/2020 16:28,1,1,No Injury,3
